标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
运河边边大别墅1-4楼东边套南长街东林乔宜,复地源墅 ,扬名, 980万,"25,667元/平",6室3厅 , 381.82平米 , 南 , 毛坯 ,,, 暂无数据
1.三房朝南 2.视野开阔，采光无遮挡 3.单价低,清扬御庭 ,清名桥, 238万,"18,919元/平",3室2厅 , 125.8平米 , 南 , 简装 , 高楼层,共32层, 板楼
连元街 精装修 电梯中上楼层 视野好 诚心出售,锦绣花园(梁溪区) ,三阳广场, 420万,"23,633元/平",3室2厅 , 177.72平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
精装修 空调  地暖 不靠高架 中间楼层 户型正气,金科观天下 ,上马墩, 230万,"19,167元/平",3室2厅 , 120平米 , 南 , 精装 , 中楼层,共32层, 板楼
近黄巷地铁站 梧桐水岸花园 次新小区 交通便利,梧桐水岸花园 ,黄巷, 93万,"18,815元/平",1室1厅 , 49.43平米 , 南 , 精装 , 低楼层,共34层, 板楼
锡师二院旁 南市桥巷 户型好  楼层好 地铁口,南市桥巷小区 ,三阳广场, 248万,"39,981元/平",2室1厅 , 62.03平米 , 南 , 精装 , 中楼层,共7层, 板楼
五星家园电梯房，两梯四户，近小区大门，近地铁,五星家园 ,扬名, 99.9万,"13,111元/平",1室1厅 , 76.2平米 , 东南 , 精装 , 低楼层,共18层, 板楼
槐古二村 中上楼层 采光好 大两房 房东诚心出售！！,槐古二村 ,三阳广场, 172万,"18,875元/平",2室2厅 , 91.13平米 , 南 北 , 简装 , 中楼层,共7层, 板楼
红豆人民路九号户型方正次新小区配套成熟随时看房,红豆人民路九号 ,上马墩, 222万,"24,706元/平",2室2厅 , 89.86平米 , 南 , 精装 , 中楼层,共43层, 板塔结合
地铁口精装flat  低首付低总价,天翠广场湾流空间 ,扬名, 33万,"14,073元/平",1室0厅 , 23.45平米 , 南 , 精装 , 低楼层,共28层, 塔楼
西水东熙第 中间楼层 小两房 精装修 看房随时,西水东熙第 ,迎龙桥, 188万,"25,705元/平",2室1厅 , 73.14平米 , 南 , 精装 , 中楼层,共49层, 板楼
苏宁 精装修 视野开阔 诚心出售,苏宁雅悦国际公寓 ,三阳广场, 408万,"22,240元/平",2室2厅 , 183.46平米 , 西南 南 , 精装 , 高楼层,共41层, 板塔结合
毛坯装修，满五唯一，配套齐全，交通便利,沁园新村北区 ,清名桥, 75万,"12,022元/平",2室1厅 , 62.39平米 , 南 , 简装 , 中楼层,共7层, 板楼
梁溪区惠景家园两房 包含土出 拎包入住 繁华盛岸,惠景家园 ,山北, 106万,"13,411元/平",2室1厅 , 79.04平米 , 南 , 精装 , 高楼层,共33层, 板楼
近地铁 宁海里北区 全新装修 家具全留 房东急售,宁海里北区 ,上马墩, 49.5万,"10,146元/平",1室1厅 , 48.79平米 , 南 , 简装 , 高楼层,共7层, 板楼
此房位于上马墩靖海双地铁口，南北双阳台通风，采光好,塔影苑 ,上马墩, 110万,"10,484元/平",3室2厅 , 104.93平米 , 东南 , 简装 , 中楼层,共7层, 板楼
百岁苑小区 3室2厅 南,百岁苑小区 ,三阳广场, 230万,"20,367元/平",3室2厅 , 112.93平米 , 南 , 简装 , 中楼层,共7层, 暂无数据
崇宁路 南禅寺旁 百岁苑 户型好 精装,百岁苑小区 ,三阳广场, 160万,"24,394元/平",2室1厅 , 65.59平米 , 南 , 精装 , 高楼层,共7层, 板塔结合
楼层好 ，配套齐全，采光很好， 南禅寺旁，干净整洁,优客金街 ,塘南, 43万,"9,994元/平",1室0厅 , 43.03平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
风华里小区，东林，交通方便，采光充足，诚意出售。,风华里小区 ,塘南, 99万,"15,085元/平",2室2厅 , 65.63平米 , 南 , 精装 , 高楼层,共7层, 板楼
政策来了您犹豫了，房价低了 您心动了吗？,新惠家园 ,山北, 75万,"9,288元/平",2室1厅 , 80.75平米 , 南 , 简装 , 高楼层,共18层, 板楼
天翠广场湾流空间 1室1厅 南,天翠广场湾流空间 ,扬名, 36万,"15,352元/平",1室1厅 , 23.45平米 , 南 , 精装 , 中楼层,共28层, 暂无数据
户型方正 楼层中高 视野好 看房方便不包土,红星苑 ,中桥, 180万,"14,738元/平",3室2厅 , 122.14平米 , 南 , 简装 , 高楼层,共18层, 板楼
毛湾家园定销精装小两房 无土出 拎包入住,毛湾家园 ,广益, 90万,"14,382元/平",2室1厅 , 62.58平米 , 南 , 精装 , 低楼层,共34层, 板塔结合
上马墩地铁口 双南两房 厨卫全明 采光无挡 位置安静,上马墩二村 ,上马墩, 95万,"9,987元/平",2室1厅 , 95.13平米 , 南 北 , 简装 , 高楼层,共6层, 板楼
壹号府三期精装次新房，融创品质 ，人车分流,融创运河壹号府三期 ,清名桥, 266万,"22,910元/平",3室1厅 , 116.11平米 , 南 , 精装 , 中楼层,共34层, 塔楼
采光充足，旁边朝阳菜市场，多条公交线路生活交通便利,槐古二村 ,三阳广场, 95万,"19,496元/平",1室1厅 , 48.73平米 , 南 , 简装 , 高楼层,共5层, 板楼
广益金科 70年产权 民用水电 月租2500 看房方便总价低,金科新大陆 ,广益, 95万,"12,674元/平",1室1厅 , 74.96平米 , 南 , 精装 , 中楼层,共24层, 塔楼
朗诗未来之家A区 3室2厅 南,朗诗未来之家A区 ,中桥, 260万,"21,504元/平",3室2厅 , 120.91平米 , 南 , 精装 , 高楼层,共31层, 板塔结合
广益博苑一期 自住两房 采光好 诚心出售价格可谈,广益博苑一期、二期 ,广益, 91万,"9,798元/平",2室2厅 , 92.88平米 , 南 , 精装 , 高楼层,共32层, 板楼
广益佳苑一期方正两房，好楼层，无土出！,广益佳苑 ,广益, 118万,"14,025元/平",2室2厅 , 84.14平米 , 南 , 简装 , 中楼层,共6层, 板楼
广益博苑精装小两房 拎包入住 诚心卖 随时可看,广益博苑一期、二期 ,广益, 82.8万,"11,992元/平",2室1厅 , 69.05平米 , 南 , 精装 , 高楼层,共33层, 板塔结合
东林分校旁，保利融侨三房，位置好，采光无遮挡,保利融侨时光印象 ,广益, 180万,"18,754元/平",3室1厅 , 95.98平米 , 南 , 毛坯 , 低楼层,共34层, 板楼
次新小区，品牌物业，地铁口，毛坯四房，采光无遮挡,中洲崇安府 ,广益, 210万,"17,283元/平",3室2厅 , 121.51平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
此房 户型方正 通透采光很好 区环境宜人 交通便利,保利达江湾城 ,北大街, 290万,"32,244元/平",2室2厅 , 89.94平米 , 南 , 精装 , 高楼层,共43层, 板楼
广益佳苑一期顶带阁  无土出 露台阁楼不算产证面积,广益佳苑 ,广益, 180万,"11,301元/平",4室2厅 , 159.29平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
06户型  电梯房 精装修 满五唯一无个税,五星家园 ,扬名, 124万,"15,829元/平",2室1厅 , 78.34平米 , 南 西 , 精装 , 高楼层,共33层, 板塔结合
房子采光好看房提前预约，自住清爽装修诚心出售,塘南新村 ,塘南, 114万,"19,931元/平",2室1厅 , 57.2平米 , 南 北 , 简装 , 高楼层,共6层, 板塔结合
华通大厦 3室2厅 北 南,华通大厦 ,三阳广场, 322万,"25,874元/平",3室2厅 , 124.45平米 , 北 南 , 精装 , 高楼层,共28层, 板塔结合
民丰地铁口 盛世家园二期  精装两房  双阳台 保养好,盛世家园二期 ,民丰/庄前, 165万,"18,440元/平",2室2厅 , 89.48平米 , 南 , 精装 , 中楼层,共25层, 板楼
恒威清扬华庭 3室2厅 南 北,恒威清扬华庭 ,清名桥, 365万,"26,457元/平",3室2厅 , 137.96平米 , 南 北 , 毛坯 , 高楼层,共32层, 板楼
民丰苑 近地铁口 采光无遮挡非顶楼 诚心出售 配套齐全,民丰苑 ,民丰/庄前, 60万,"11,186元/平",1室1厅 , 53.64平米 , 南 , 简装 , 中楼层,共8层, 板楼
新沁园小区2000年房龄，四楼，户型通透，闹中取静。,新沁园小区 ,清名桥, 212万,"16,106元/平",3室2厅 , 131.63平米 , 南 , 简装 , 中楼层,共7层, 板楼
盛世家园一期 精装三房 楼层好 环境好 看房方便,盛世家园一期 ,民丰/庄前, 220万,"18,261元/平",3室2厅 , 120.48平米 , 南 , 简装 , 高楼层,共31层, 板楼
吴桥地铁口 金太湖精装三房 全天采光 看房方便,金太湖国际城 ,北大街, 265万,"19,079元/平",3室2厅 , 138.9平米 , 南 , 精装 , 低楼层,共34层, 板楼
诚心出售  此房户型正气 靠地铁口 前面采光无遮挡,金太湖国际城 ,北大街, 175万,"19,282元/平",2室2厅 , 90.76平米 , 南 , 精装 , 高楼层,共34层, 板楼
此房满五年， 小区位置好，配套成熟 ，交通便利,新街巷小区 ,三阳广场, 200万,"30,368元/平",2室1厅 , 65.86平米 , 南 , 简装 , 中楼层,共7层, 板塔结合
06户型  电梯房 精装修 满五唯一无个税,五星家园 ,扬名, 124万,"15,829元/平",2室1厅 , 78.34平米 , 南 西 , 精装 , 高楼层,共33层, 板塔结合
南长街 乔宜可用 南长街旁 太湖广场地铁口,新江南花园 ,清名桥, 228万,"19,840元/平",3室2厅 , 114.92平米 , 南 北 , 精装 , 低楼层,共7层, 板楼
房子采光好看房提前预约，自住清爽装修诚心出售,塘南新村 ,塘南, 114万,"19,931元/平",2室1厅 , 57.2平米 , 南 北 , 简装 , 高楼层,共6层, 板塔结合
宁海里小两房 总价低 看房方便 诚心出售,宁海里北区 ,上马墩, 63万,"9,795元/平",2室1厅 , 64.32平米 , 南 , 简装 , 高楼层,共7层, 板楼
南禅寺近地铁，顶带阁，面积大，电梯筹备中，采光刺眼,育才弄小区 ,三阳广场, 246万,"36,359元/平",2室1厅 , 67.66平米 , 南 , 精装 , 高楼层,共7层, 板楼
朗诗未来之家A区 3室2厅 南,朗诗未来之家A区 ,中桥, 260万,"21,504元/平",3室2厅 , 120.91平米 , 南 , 精装 , 高楼层,共31层, 板塔结合
广益金科 70年产权 民用水电 月租2500 看房方便总价低,金科新大陆 ,广益, 95万,"12,674元/平",1室1厅 , 74.96平米 , 南 , 精装 , 中楼层,共24层, 塔楼
东林分校旁，保利融侨三房，位置好，采光无遮挡,保利融侨时光印象 ,广益, 180万,"18,754元/平",3室1厅 , 95.98平米 , 南 , 毛坯 , 低楼层,共34层, 板楼
沁园新村 精装修 近茂业 不包土出 近地铁 看房方便,沁园新村小区（860-865号） ,清名桥, 110万,"12,242元/平",2室2厅 , 89.86平米 , 南 , 精装 , 低楼层,共33层, 板楼
惠龙新村 两房 地理位置好 近地铁 近菜场 拎包入住,惠龙新村C区84-176号 ,山北, 68万,"10,189元/平",2室1厅 , 66.74平米 , 南 , 简装 , 高楼层,共7层, 板楼
诚心出售 永通公寓 采光无遮挡,永通公寓 ,清名桥, 205万,"20,247元/平",3室2厅 , 101.25平米 , 南 , 精装 , 中楼层,共26层, 塔楼
买一层得两层 看房方便 使用面积大户型方正,康桥丽景 ,北大街, 68万,"9,922元/平",3室2厅 , 68.54平米 , 西南 , 简装 , 低楼层,共3层, 暂无数据
业主 诚心 出售 北闸口 地铁口 小面积 莲蓉桥公交站,江阴巷 ,北大街, 95万,"18,746元/平",1室1厅 , 50.68平米 , 南 , 简装 , 中楼层,共7层, 板楼
金马商城，积余，里面、拎包入住，诚心出售,金马商城 ,北大街, 94.8万,"15,888元/平",1室1厅 , 59.67平米 , 南 , 精装 , 中楼层,共29层, 板塔结合
北塘大街，积余旁，中间楼层  。,北塘大街 ,北大街, 180万,"17,439元/平",2室2厅 , 103.22平米 , 南 , 简装 , 中楼层,共7层, 板塔结合
银辉城市花园，电梯三房，市区配套齐全，诚心出售,银辉城市花园 ,三阳广场, 320万,"21,698元/平",3室2厅 , 147.48平米 , 南 , 精装 , 高楼层,共28层, 板楼
五河新村 精装修3房，拎包入住诚心出售 看中可谈,五河新村 ,黄巷, 94万,"11,204元/平",3室1厅 , 83.9平米 , 南 , 精装 , 高楼层,共7层, 板楼
东方时代大厦 3室2厅 东南,东方时代大厦 ,北大街, 255万,"23,801元/平",3室2厅 , 107.14平米 , 东南 , 精装 , 低楼层,共35层, 板楼
江阴巷小区，精装修，总价低，积余,江阴巷 ,北大街, 114万,"17,771元/平",2室1厅 , 64.15平米 , 南 , 精装 , 高楼层,共8层, 板楼
房子位于市区繁华地段 距离崇安寺商圈大概100米,东方云顶 ,三阳广场, 150万,"22,581元/平",1室1厅 , 66.43平米 , 南 , 精装 ,,, 板楼
瑞希苑 商品房 中上楼层 业主诚心出售,瑞希苑 ,扬名, 155万,"13,958元/平",3室2厅 , 111.05平米 , 南 , 精装 , 中楼层,共7层, 板楼
南长街 乔宜可用 南长街旁 太湖广场地铁口,新江南花园 ,清名桥, 228万,"19,840元/平",3室2厅 , 114.92平米 , 南 北 , 精装 , 低楼层,共7层, 板楼
房子采光好看房提前预约，自住清爽装修诚心出售,塘南新村 ,塘南, 114万,"19,931元/平",2室1厅 , 57.2平米 , 南 北 , 简装 , 高楼层,共6层, 板塔结合
瑞希苑 商品房 中上楼层 业主诚心出售,瑞希苑 ,扬名, 155万,"13,958元/平",3室2厅 , 111.05平米 , 南 , 精装 , 中楼层,共7层, 板楼
06户型  电梯房 精装修 满五唯一无个税,五星家园 ,扬名, 124万,"15,829元/平",2室1厅 , 78.34平米 , 南 西 , 精装 , 高楼层,共33层, 板塔结合
宁海里小两房 总价低 看房方便 诚心出售,宁海里北区 ,上马墩, 63万,"9,795元/平",2室1厅 , 64.32平米 , 南 , 简装 , 高楼层,共7层, 板楼
南禅寺近地铁，顶带阁，面积大，电梯筹备中，采光刺眼,育才弄小区 ,三阳广场, 246万,"36,359元/平",2室1厅 , 67.66平米 , 南 , 精装 , 高楼层,共7层, 板楼
沁园新村 精装修 近茂业 不包土出 近地铁 看房方便,沁园新村小区（860-865号） ,清名桥, 110万,"12,242元/平",2室2厅 , 89.86平米 , 南 , 精装 , 低楼层,共33层, 板楼
次新小区带地暖，高区楼层，采光视野好，精装保养好,运河十号A区 ,扬名, 263万,"21,634元/平",3室2厅 , 121.57平米 , 南 , 精装 , 低楼层,共34层, 板楼
此房产权清晰，通透格局，楼层好采光棒,阳光城市花园B区 ,中桥, 460万,"33,334元/平",4室1厅 , 138平米 , 南 , 毛坯 , 中楼层,共5层, 板楼
中桥二村   精装修  方圆荟旁  可直接拎包入住,中桥二村 ,中桥, 49万,"12,250元/平",1室1厅 , 40平米 , 南 , 精装 , 高楼层,共5层, 板楼
黄泥头好房出售，诚心卖户型方正采光好，精装,黄泥头佳苑 ,广瑞/广丰, 92万,"10,953元/平",2室1厅 , 84平米 , 南 , 精装 , 中楼层,共36层, 板楼
70年产权的住宅公寓 满五精装房，房东诚心出售,小天鹅北苑 ,山北, 70万,"13,007元/平",1室1厅 , 53.82平米 , 南 , 精装 , 高楼层,共15层, 板塔结合
上马墩一村 近地铁 采光刺眼 看房方便有钥匙,上马墩一村 ,上马墩, 80万,"10,262元/平",2室1厅 , 77.96平米 , 南 , 简装 , 高楼层,共7层, 板楼
此房户型通透 阳台采光充足  视野开阔 得房率高,清名一村 ,清名桥, 75.5万,"13,124元/平",2室1厅 , 57.53平米 , 南 , 精装 , 中楼层,共5层, 板楼
江阴巷小区，中间楼层，精装修，拎包入住，积余,江阴巷 ,北大街, 145万,"21,058元/平",2室1厅 , 68.86平米 , 南 北 , 精装 , 中楼层,共7层, 板楼
红星国际广场，商品房，近地铁，精装修，价格可谈，,红星国际广场 ,广瑞/广丰, 153万,"17,120元/平",2室2厅 , 89.37平米 , 南 , 精装 , 高楼层,共31层, 板塔结合
民丰里 商品房 采光好 交通便利，商圈成熟,民丰里 ,黄巷, 75万,"10,570元/平",2室1厅 , 70.96平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
清扬新村三房，户型正气，采光好！价格可谈！,清扬新村 ,清名桥, 90万,"12,534元/平",3室1厅 , 71.81平米 , 南 , 简装 , 高楼层,共6层, 板楼
华通大厦 2室2厅 南,华通大厦 ,三阳广场, 350万,"21,262元/平",2室2厅 , 164.62平米 , 南 , 简装 , 中楼层,共28层, 板塔结合
精装1室 拎包入住 采光拉满 商品房 出门就是民丰街,民丰里 ,黄巷, 63万,"13,001元/平",1室1厅 , 48.46平米 , 南 , 简装 , 中楼层,共7层, 板楼
兴源家园 2室2厅 南,兴源家园 ,黄巷, 190万,"20,252元/平",2室2厅 , 93.82平米 , 南 , 简装 , 中楼层,共10层, 暂无数据
南禅寺旁 地铁口 古运河 房东诚心出售,妙光苑 ,三阳广场, 192万,"16,299元/平",3室1厅 , 117.8平米 , 南 , 简装 , 中楼层,共7层, 板楼
广益佳苑 户型方正 中间楼层 采光好 无土出,广益佳苑 ,广益, 160万,"12,964元/平",3室2厅 , 123.42平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
低总价 精装修 拎包入住  诚心出售,沁园新村三社区 ,清名桥, 53.3万,"12,054元/平",1室1厅 , 44.22平米 , 南 , 精装 , 高楼层,共7层, 暂无数据
凤宾家园电梯房交通便捷配套成熟,凤宾家园 ,黄巷, 190万,"17,703元/平",2室2厅 , 107.33平米 , 南 , 精装 , 中楼层,共11层, 板塔结合
户型方正 挑高空 间通透 卫生服务干净 采光充足,永乐国际 ,塘南, 75万,"20,194元/平",1室1厅 , 37.14平米 , 北 , 精装 , 高楼层,共8层, 板楼
新江南花园，新装修，地铁口，诚心出售,新江南花园 ,清名桥, 320万,"19,309元/平",4室2厅 , 165.73平米 , 西南 , 精装 , 中楼层,共26层, 板楼
地铁口 方正大三房两卫可塑造空间大 视野 楼层采光好,融禾花苑 ,民丰/庄前, 260万,"19,344元/平",3室2厅 , 134.41平米 , 南 北 , 简装 , 高楼层,共28层, 板楼
大润发旁广丰三村两房出售，户型方正采光好，看房方便,广丰三村 ,广瑞/广丰, 69万,"10,202元/平",2室1厅 , 67.64平米 , 南 , 简装 , 高楼层,共6层, 板楼
沁园新村 凤凰层 视野佳 业主诚心,沁园新村 ,清名桥, 100万,"11,978元/平",3室1厅 , 83.49平米 , 南 , 简装 , 高楼层,共6层, 板楼
凤宾家园电梯房交通便捷配套成熟,凤宾家园 ,黄巷, 190万,"17,703元/平",2室2厅 , 107.33平米 , 南 , 精装 , 中楼层,共11层, 板塔结合
广益佳苑 户型方正 中间楼层 采光好 无土出,广益佳苑 ,广益, 160万,"12,964元/平",3室2厅 , 123.42平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
沁园新村 凤凰层 视野佳 业主诚心,沁园新村 ,清名桥, 100万,"11,978元/平",3室1厅 , 83.49平米 , 南 , 简装 , 高楼层,共6层, 板楼
采光刺眼 户型方正  清爽装修,中星苑 ,中桥, 96.5万,"13,194元/平",2室1厅 , 73.14平米 , 南 北 , 简装 , 高楼层,共7层, 板楼
大润发旁广丰三村两房出售，户型方正采光好，看房方便,广丰三村 ,广瑞/广丰, 69万,"10,202元/平",2室1厅 , 67.64平米 , 南 , 简装 , 高楼层,共6层, 板楼
吉庆苑近连元街好楼层业主诚心出售,吉庆苑 ,三阳广场, 260万,"22,944元/平",2室2厅 , 113.32平米 , 南 , 精装 , 中楼层,共20层, 板楼
保利3+1户型，楼层采光好，有钥匙，随时看,保利融侨时光印象 ,广益, 228万,"17,963元/平",4室2厅 , 126.93平米 , 南 , 毛坯 , 中楼层,共34层, 板楼
梁溪万达哥伦布 金科新大陆自住三房性价高 地铁广益站,金科新大陆 ,广益, 255万,"18,110元/平",3室2厅 , 140.81平米 , 南 北 , 精装 , 中楼层,共35层, 塔楼
上马墩一村 近地铁 采光刺眼 看房方便有钥匙,上马墩一村 ,上马墩, 80万,"10,262元/平",2室1厅 , 77.96平米 , 南 , 简装 , 高楼层,共7层, 板楼
中桥二村   精装修  方圆荟旁  可直接拎包入住,中桥二村 ,中桥, 49万,"12,250元/平",1室1厅 , 40平米 , 南 , 精装 , 高楼层,共5层, 板楼
此房产权清晰，通透格局，楼层好采光棒,阳光城市花园B区 ,中桥, 460万,"33,334元/平",4室1厅 , 138平米 , 南 , 毛坯 , 中楼层,共5层, 板楼
黄泥头好房出售，诚心卖户型方正采光好，精装,黄泥头佳苑 ,广瑞/广丰, 92万,"10,953元/平",2室1厅 , 84平米 , 南 , 精装 , 中楼层,共36层, 板楼
70年产权的住宅公寓 满五精装房，房东诚心出售,小天鹅北苑 ,山北, 70万,"13,007元/平",1室1厅 , 53.82平米 , 南 , 精装 , 高楼层,共15层, 板塔结合
五星大三房两卫全明户型电梯房业主诚心出售,五星家园 ,扬名, 205万,"13,664元/平",3室2厅 , 150.04平米 , 南 北 , 简装 , 低楼层,共18层, 板楼
此房楼层好， 户型方正， 采光好， 出行方便,盛新里 ,中桥, 110万,"16,614元/平",2室1厅 , 66.21平米 , 南 , 简装 , 中楼层,共7层, 板楼
不是顶楼，三房，采光好，东西全留，喜欢可谈,宁海里北区 ,上马墩, 95万,"11,132元/平",3室1厅 , 85.34平米 , 南 , 精装 , 高楼层,共7层, 板楼
广益地铁口万达广场旁，中洲大四房，精装修带两个车位,中洲崇安府 ,广益, 300万,"24,731元/平",4室2厅 , 121.31平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
九龙仓玺园B区 三个车位 前后花园 看房随时,九龙仓玺园B区 ,扬名, 1600万,"41,189元/平",4室2厅 , 388.46平米 , 南 , 毛坯 , 低楼层,共3层, 暂无数据
金城新村 5楼 南 北 通透的两房 业主自住装修 领包住,金城新村 ,中桥, 71万,"12,263元/平",2室1厅 , 57.9平米 , 南 北 , 其他 , 高楼层,共6层, 板楼
梁溪区清扬路旁大三房，全明户型诚心出售,永丰大厦 ,清名桥, 250万,"13,978元/平",3室2厅 , 178.86平米 , 南 , 简装 , 中楼层,共18层, 平房
新江南花园电梯房，户型通透，看房方便。,新江南花园 ,清名桥, 87万,"20,457元/平",1室0厅 , 42.53平米 , 东 , 简装 , 高楼层,共23层, 板楼
西水东海泊洋房3楼 纯毛坯 有20平露 台 有一个车位,西水东海珀半岛 ,迎龙桥, 905万,"37,145元/平",4室2厅 , 243.64平米 , 南 , 毛坯 , 中楼层,共7层, 板楼
好楼层，视野开阔，好采光，拎包入住,阳光城市花园D区 ,中桥, 220万,"34,882元/平",1室1厅 , 63.07平米 , 南 , 简装 , 中楼层,共23层, 板楼
房子保存完还，随时可以看房，诚心出售,吉庆苑 ,三阳广场, 210万,"30,698元/平",2室1厅 , 68.41平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
地铁口 靠南长街 次新房  视野好，诚心出售,国美南长华府 ,清名桥, 285万,"19,992元/平",3室2厅 , 142.56平米 , 南 北 , 毛坯 , 高楼层,共26层, 暂无数据
全明户型 精装修 采光足 配套齐全 诚心出售 看房方便,九龙仓时代上城D区 ,中桥, 300万,"21,895元/平",4室2厅 , 137.02平米 , 南 , 精装 , 中楼层,共34层, 板楼
横街小区  简单装修两房 看房方便,横街小区 ,北大街, 120万,"16,843元/平",2室1厅 , 71.25平米 , 南 , 毛坯 , 中楼层,共8层, 板楼
一室一厅  简单装修 房子 满五年  看房 方便 价格可谈,上马墩路1号 ,上马墩, 38.3万,"7,682元/平",1室1厅 , 49.86平米 , 东南 , 简装 , 高楼层,共8层, 板楼
精装二房，满五唯一，诚心出售，看房方便,阳光城市花园B区 ,中桥, 320万,"32,262元/平",2室1厅 , 99.19平米 , 南 北 , 精装 , 中楼层,共17层, 板楼
荷花里结婚装修大两房诚心出售中高楼层拎包入住,荷花里小区 ,北大街, 198万,"19,892元/平",2室2厅 , 99.54平米 , 南 , 精装 , 中楼层,共8层, 板楼
精装1室 拎包入住 采光拉满 商品房 出门就是民丰街,民丰里 ,黄巷, 63万,"13,001元/平",1室1厅 , 48.46平米 , 南 , 简装 , 中楼层,共7层, 板楼
华通大厦 2室2厅 南,华通大厦 ,三阳广场, 350万,"21,262元/平",2室2厅 , 164.62平米 , 南 , 简装 , 中楼层,共28层, 板塔结合
尤渡苑精装电梯顶复，带两个大露台，拎包入住,尤渡苑（东区） ,上马墩, 228万,"10,507元/平",4室2厅 , 217平米 , 南 , 精装 , 高楼层,共15层, 板楼
博苑精装修两房，土出未交，看房方便,广益博苑一期、二期 ,广益, 85万,"9,488元/平",2室1厅 , 89.59平米 , 南 , 简装 , 高楼层,共17层, 板楼
新江南花园电梯房，户型通透，看房方便。,新江南花园 ,清名桥, 87万,"20,457元/平",1室0厅 , 42.53平米 , 东 , 简装 , 高楼层,共23层, 板楼
凯燕环球中心 1室1厅 南,凯燕环球中心 ,清名桥, 68万,"9,552元/平",1室1厅 , 71.19平米 , 南 , 其他 , 中楼层,共55层, 板塔结合
扬名一村98年房子 户型好 房东诚心出售,扬名一村 ,清名桥, 130万,"14,831元/平",2室2厅 , 87.66平米 , 南 , 简装 , 中楼层,共7层, 板楼
此房在中间楼层，双阳台，南北通风比较好，采光好,九龙仓时代上城C区 ,中桥, 226万,"25,665元/平",2室2厅 , 88.06平米 , 南 , 毛坯 , 低楼层,共34层, 板楼
车站旁次新小区 生活设施齐全 不靠铁路 采光好 速聊,世茂时光里 ,北大街, 165万,"16,182元/平",3室2厅 , 101.97平米 , 南 , 毛坯 , 中楼层,共48层, 塔楼
可上崇宁路，无锡市区标志建筑，三阳广场，配套成熟,苏宁广场尊悦 ,三阳广场, 460万,"32,919元/平",2室2厅 , 139.74平米 , 南 , 精装 , 低楼层,共47层, 塔楼
新加装电梯，非顶楼采光好，近茂业，太湖广场,沁园新村北区 ,清名桥, 162万,"13,385元/平",3室1厅 , 121.04平米 , 南 , 简装 , 高楼层,共7层, 板楼
金科新大陆 70年住宅边套 楼层高 采光好   诚心出售,金科新大陆 ,广益, 84万,"11,206元/平",1室1厅 , 74.96平米 , 南 , 精装 , 高楼层,共24层, 塔楼
江南里 5室2厅 南,江南里 ,清名桥, 1275万,"59,986元/平",5室2厅 , 212.55平米 , 南 , 毛坯 , 低楼层,共3层, 暂无数据
连元寄畅，双地铁口盛岸路站，户型方正，四房双阳台,绿地西水晶舍 ,山北, 290万,"20,992元/平",3室2厅 , 138.15平米 , 南 , 精装 , 高楼层,共29层, 板塔结合
金科C区 小三房 户型方正 清水毛坯 包车位,金科世界城C区 ,中桥, 180万,"18,630元/平",3室2厅 , 96.62平米 , 南 , 毛坯 , 低楼层,共44层, 板楼
九龙仓碧玺B区89平三房诚心出售带车位无个税,九龙仓碧玺B区 ,扬名, 203万,"22,624元/平",3室2厅 , 89.73平米 , 南 , 简装 , 低楼层,共32层, 板楼
博苑一期 商品房两室  自住 看房方便诚心出售,广益博苑一期、二期 ,广益, 112万,"11,765元/平",2室2厅 , 95.2平米 , 南 , 精装 , 高楼层,共33层, 板楼
阳光城市花园 精装修 楼层好 通透户型 诚心出售,阳光城市花园B区 ,中桥, 295万,"30,378元/平",2室1厅 , 97.11平米 , 南 , 精装 , 中楼层,共11层, 板楼
此房五楼 精装三房 户型好 得房率高 房东诚售 随时看,双河苑 ,山北, 172万,"12,202元/平",3室2厅 , 140.97平米 , 南 , 精装 , 高楼层,共6层, 板楼
地铁口旁黄巷新村五河新村精装看房方便,黄巷新村 ,黄巷, 72万,"11,447元/平",3室1厅 , 62.9平米 , 南 , 精装 , 高楼层,共7层, 塔楼
户型方正，明亮通透，楼层佳，精装修，拎包入住,留芳声巷 ,三阳广场, 150万,"29,470元/平",1室1厅 , 50.9平米 , 南 , 精装 , 中楼层,共7层, 板楼
四米层高 使用率高 业主诚意出售 价格可谈,恒威清扬华庭 ,清名桥, 287万,"25,564元/平",3室2厅 , 112.27平米 , 南 , 精装 , 低楼层,共31层, 塔楼
紫金门花苑南区 3室2厅 南,紫金门花苑南区 ,上马墩, 288万,"21,915元/平",3室2厅 , 131.42平米 , 南 , 精装 , 高楼层,共25层, 板楼
