标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
长江房产，城南板块，精装三朝南，中楼层，有车位另计,长江天悦府 ,澄江街道, 225万,"17,667元/平",3室2厅 , 127.36平米 , 南 北 , 精装 , 中楼层,共29层, 暂无数据
户型方正格局，配套设施齐全，交通便利,澄堡 ,澄江街道, 153.8万,"12,886元/平",3室2厅 , 119.36平米 , 南 北 , 简装 , 低楼层,共33层, 塔楼
全新城南三房毛坯，有钥匙随时看,雅盛馨云 ,澄江街道, 158万,"14,156元/平",3室1厅 , 111.62平米 , 南 , 毛坯 , 中楼层,共17层, 板塔结合
朝南大车库，南北通风 采光充足· 配套齐全,城裕花苑西区 ,澄江街道, 135万,"10,047元/平",3室2厅 , 134.38平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
前排，无遮挡。精装修，环境优美,乐府兰亭 ,云亭街道, 107万,"7,571元/平",4室2厅 , 141.33平米 , 南 , 精装 , 高楼层,共9层, 板塔结合
南菁高中旁 毛坯大三房 中间楼层 视野开阔,敔山湾花园 ,云亭街道, 128万,"8,992元/平",3室2厅 , 142.36平米 , 南 北 , 毛坯 , 中楼层,共9层, 板楼
敔山桃源中叠，业主换房急售，200可谈，随时看房,融创敔山桃源 ,云亭街道, 200万,"14,585元/平",3室2厅 , 137.13平米 , 南 北 , 毛坯 , 中楼层,共6层, 暂无数据
精装修 三朝南户型 采光视野好 看房有钥匙,恒大帝景 ,澄江街道, 155万,"12,302元/平",3室2厅 , 126平米 , 南 , 精装 , 低楼层,共33层, 塔楼
南北通风 采光充足全明户型 看房方便位置好交通便利,天新嘉苑 ,澄江街道, 95万,"7,090元/平",3室1厅 , 134平米 , 南 北 , 毛坯 , 高楼层,共6层, 暂无数据
次新房，四朝南户型，毛坯，南北通风,碧桂园·翡翠湾 ,澄江街道, 218.8万,"14,645元/平",4室2厅 , 149.41平米 , 南 , 毛坯 , 高楼层,共17层, 暂无数据
廷苑满五税费各自 装修 保养还是挺好的 生活设施配套,望江花园圣廷苑 ,澄江街道, 140.8万,"9,156元/平",3室2厅 , 153.78平米 , 南 , 精装 , 低楼层,共11层, 暂无数据
一楼带院子和阳光房，采光好，装修保养新!,丽都城市花园 ,澄江街道, 316万,"11,918元/平",4室2厅 , 265.16平米 , 南 北 , 简装 , 低楼层,共5层, 暂无数据
满两年，中楼层，带车库，房东诚心出售！,贯庄小区一村 ,澄江街道, 85万,"11,702元/平",2室1厅 , 72.64平米 , 南 , 简装 , 中楼层,共7层, 暂无数据
"格局方正，房屋空置，拎包入住,装修好",君山路28号 ,澄江街道, 108.8万,"17,611元/平",2室1厅 , 61.78平米 , 南 , 精装 , 低楼层,共4层, 平房
五云桥坊，市区地段，地铁线南门站,五雲橋坊 ,澄江街道, 168万,"12,369元/平",3室2厅 , 135.83平米 , 南 , 精装 , 中楼层,共9层, 暂无数据
带60平院子，带地下室，地暖，新风,长江国际 ,澄江街道, 210万,"14,754元/平",5室2厅 , 142.34平米 , 南 北 , 精装 , 低楼层,共26层, 板塔结合
精装好房  3室2厅 拎包入住,長江御園 ,澄江街道, 140万,"10,921元/平",3室2厅 , 128.2平米 , 南 , 精装 , 低楼层,共25层, 板塔结合
花园六村，中间楼层，装修保养好,花园六村 ,澄江街道, 119.8万,"13,722元/平",2室2厅 , 87.31平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
毛坯，满两年，楼层好，配套齐全，交通便利,通惠花苑 ,澄江街道, 85万,"10,703元/平",2室2厅 , 79.42平米 , 南 北 , 毛坯 , 高楼层,共17层, 塔楼
此房产证已满两年，楼层好 采光佳 双阳台 客厅开间大,旭辉澄江府 ,澄江街道, 208万,"16,795元/平",3室2厅 , 123.85平米 , 南 北 , 毛坯 , 高楼层,共18层, 暂无数据
配套成熟 交通便利 楼层好 视野宽阔,长江国际 ,澄江街道, 168万,"12,187元/平",3室2厅 , 137.86平米 , 南 , 简装 , 中楼层,共11层, 板塔结合
恒大帝景，交付装修，诚心出售，看房随时有钥匙,恒大帝景 ,澄江街道, 170万,"12,931元/平",3室2厅 , 131.47平米 , 南 , 精装 , 高楼层,共33层, 塔楼
满二，税费各付，配套全，出行方便,澄堡 ,澄江街道, 140万,"14,317元/平",2室2厅 , 97.79平米 , 南 , 简装 , 中楼层,共34层, 板楼
新上楼层较好，前后无遮挡采光佳，南北通风 随时看房,弘阳通银棠樾锦园 ,云亭街道, 83万,"7,603元/平",3室2厅 , 109.17平米 , 南 北 , 毛坯 , 中楼层,共26层, 暂无数据
此房户型方正，精装修，得房率高，房龄很新,融创江南御园 ,高新区, 110万,"10,107元/平",4室2厅 , 108.84平米 , 南 , 精装 , 低楼层,共11层, 板塔结合
蔚蓝滨江     精装修     三房,蔚蓝滨江 ,澄江街道, 127.8万,"10,371元/平",3室2厅 , 123.24平米 , 南 , 精装 , 低楼层,共33层, 板塔结合
南菁高中旁 精装70年产权住宅 中间楼层 边户敞亮,敔山湾花园 ,云亭街道, 38.8万,"7,641元/平",1室1厅 , 50.78平米 , 南 , 精装 , 中楼层,共9层, 板塔结合
中间户，三开间朝南，户型方正，采光好，精装交付,碧桂园·翡翠湾 ,澄江街道, 135万,"13,748元/平",3室2厅 , 98.2平米 , 南 , 精装 , 低楼层,共33层, 暂无数据
三室两厅两卫一厨，南北通透，房子采光好，目前空置,紫金花园 ,南闸街道, 125万,"7,216元/平",3室2厅 , 173.25平米 , 南 北 , 精装 , 低楼层,共13层, 板塔结合
弘阳昕悦府 3室2厅 南,弘阳昕悦府 ,云亭街道, 73万,"7,685元/平",3室2厅 , 95平米 , 南 , 毛坯 , 高楼层,共27层, 暂无数据
精装修 四室两厅两卫 三房朝南 采光好,碧桂园暨阳府 ,澄江街道, 195万,"13,564元/平",4室2厅 , 143.77平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
融创玉兰公馆 3室1厅 东南,融创玉兰公馆 ,澄江街道, 188万,"17,034元/平",3室1厅 , 110.37平米 , 东南 , 毛坯 , 中楼层,共33层, 板塔结合
不满二，精装交付小三房，峭岐镇中位置,德诚云禧 ,峭岐镇, 90.8万,"9,050元/平",3室1厅 , 100.34平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
户型方正 阳光充足 视野开阔 交通便利,西亭家园 ,徐霞客镇, 145万,"10,212元/平",4室2厅 , 141.99平米 , 南 , 毛坯 , 中楼层,共22层, 板楼
三开间朝南，户型方正，全天采光，置换诚心出售,金科·東方大院 ,云亭街道, 148万,"10,783元/平",3室2厅 , 137.26平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
雅盛城市嘉园 2室1厅 南,雅盛城市嘉园 ,澄江街道, 100万,"11,263元/平",2室1厅 , 88.79平米 , 南 , 其他 , 高楼层,共27层, 塔楼
澄堡 顶复大平层 三朝南 随时看房,澄堡 ,澄江街道, 345万,"14,410元/平",3室2厅 , 239.43平米 , 南 北 , 毛坯 , 高楼层,共34层, 板楼
恒大翡翠华庭，精装修大三房，位置好楼层好采光好,恒大翡翠华庭 ,云亭街道, 158.8万,"12,486元/平",3室2厅 , 127.19平米 , 南 北 , 精装 , 低楼层,共21层, 板塔结合
刚交付品质小区  简装拎包入住 视野好 户型方正,碧桂园·翡翠湾 ,澄江街道, 158万,"13,058元/平",3室2厅 , 121平米 , 南 , 简装 , 中楼层,共18层, 暂无数据
开发商的精装，三开间朝南，位置好，前无遮挡！！！,银城·长江赋 ,高新区, 92万,"9,541元/平",3室2厅 , 96.43平米 , 南 , 精装 , 低楼层,共34层, 暂无数据
江阴恒大帝景拎包入住房保养好，看房提前预约,恒大帝景 ,澄江街道, 151.8万,"12,184元/平",3室2厅 , 124.59平米 , 南 , 精装 , 中楼层,共22层, 塔楼
蟠龙湾公园旁融创江南御园全新毛坯诚心出售,融创江南御园 ,高新区, 82.8万,"7,611元/平",4室2厅 , 108.79平米 , 南 , 毛坯 , 低楼层,共9层, 板塔结合
峭岐海棠湾，视野开阔，配套齐全，交通方便，采光充足,中南海棠湾 ,峭岐镇, 115万,"7,986元/平",3室2厅 , 144.02平米 , 南 北 , 毛坯 , 中楼层,共6层, 暂无数据
首创瑞府二期，全新毛坯四房，楼层好采光好,首创瑞府 ,云亭街道, 156.8万,"12,401元/平",4室2厅 , 126.45平米 , 南 北 , 毛坯 , 中楼层,共34层, 暂无数据
"楼层好，视野开阔，采光充足,配套设施齐全",创智天地 ,高新区, 53万,"9,804元/平",2室1厅 , 54.06平米 , 南 , 精装 , 中楼层,共13层, 暂无数据
四朝南改善好房！东边户采光全天无遮挡！,融创玉兰公馆 ,澄江街道, 222万,"15,548元/平",4室2厅 , 142.79平米 , 南 , 毛坯 , 高楼层,共27层, 板楼
阳光假日花园 2室2厅 南,阳光假日花园 ,澄江街道, 140万,"15,139元/平",2室2厅 , 92.48平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
房东诚意出售，楼层好，视野开阔无遮挡，山景房,华诚悦府 ,云亭街道, 110万,"8,277元/平",3室2厅 , 132.91平米 , 南 , 简装 , 中楼层,共26层, 板塔结合
唐樾景园房东诚信出售价位可谈楼层好户型好,弘阳通银棠樾锦园 ,云亭街道, 70万,"7,102元/平",3室2厅 , 98.57平米 , 南 北 , 毛坯 , 低楼层,共26层, 暂无数据
江阴融创玉兰公馆带院子可随时看房,融创玉兰公馆 ,澄江街道, 400万,"22,080元/平",4室2厅 , 181.16平米 , 南 , 毛坯 , 低楼层,共8层, 塔楼
江阴云亭街道绿城水岸毛坯房有电梯采光好视野佳无遮挡,绿城水岸 ,云亭街道, 76万,"8,469元/平",2室2厅 , 89.74平米 , 南 , 毛坯 , 低楼层,共22层, 板塔结合
四朝南改善好房！东边户采光全天无遮挡！,融创玉兰公馆 ,澄江街道, 222万,"15,548元/平",4室2厅 , 142.79平米 , 南 , 毛坯 , 高楼层,共27层, 板楼
首创瑞府二期，全新毛坯四房，楼层好采光好,首创瑞府 ,云亭街道, 156.8万,"12,401元/平",4室2厅 , 126.45平米 , 南 北 , 毛坯 , 中楼层,共34层, 暂无数据
峭岐海棠湾，视野开阔，配套齐全，交通方便，采光充足,中南海棠湾 ,峭岐镇, 115万,"7,986元/平",3室2厅 , 144.02平米 , 南 北 , 毛坯 , 中楼层,共6层, 暂无数据
"楼层好，视野开阔，采光充足,配套设施齐全",创智天地 ,高新区, 53万,"9,804元/平",2室1厅 , 54.06平米 , 南 , 精装 , 中楼层,共13层, 暂无数据
刚交付品质小区  简装拎包入住 视野好 户型方正,碧桂园·翡翠湾 ,澄江街道, 158万,"13,058元/平",3室2厅 , 121平米 , 南 , 简装 , 中楼层,共18层, 暂无数据
江阴恒大帝景拎包入住房保养好，看房提前预约,恒大帝景 ,澄江街道, 151.8万,"12,184元/平",3室2厅 , 124.59平米 , 南 , 精装 , 中楼层,共22层, 塔楼
户型方正 阳光充足 视野开阔 交通便利,西亭家园 ,徐霞客镇, 145万,"10,212元/平",4室2厅 , 141.99平米 , 南 , 毛坯 , 中楼层,共22层, 板楼
碧桂园暨阳府璟宸 毛坯房 5室2厅3卫 4房朝南 采光好,暨阳府璟宸 ,澄江街道, 318万,"11,864元/平",5室2厅 , 268.04平米 , 南 , 毛坯 , 低楼层,共31层, 暂无数据
敔山湾板块，洋房小三居，中间楼层，采光视野好,敔山湾花园 ,云亭街道, 89.9万,"8,746元/平",2室2厅 , 102.8平米 , 南 东南 , 毛坯 , 低楼层,共10层, 暂无数据
方便停车位置好出行方便随时可看房,云新小区 ,云亭街道, 85万,"6,664元/平",3室2厅 , 127.56平米 , 南 , 精装 , 高楼层,共6层, 板塔结合
城南高铁新城三房，好楼层，满五不唯一，采光好,世新家园 ,澄江街道, 140万,"11,893元/平",3室2厅 , 117.72平米 , 南 , 毛坯 , 中楼层,共13层, 板楼
户型方正 视野开阔 阳光明媚 楼层适中,西亭家园 ,徐霞客镇, 94万,"8,081元/平",2室1厅 , 116.33平米 , 南 , 毛坯 , 中楼层,共24层, 板楼
不满二，精装交付小三房，峭岐镇中位置,德诚云禧 ,峭岐镇, 90.8万,"9,050元/平",3室1厅 , 100.34平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
新上房源  房子户型通透 ，接地气，户型方正,佳兆业金域广场 ,周庄镇, 118万,"9,355元/平",3室2厅 , 126.14平米 , 南 , 毛坯 , 低楼层,共9层, 暂无数据
户型方正，一梯一户，南面洋房采光好视野,创智泓家 ,高新区, 180万,"11,060元/平",4室2厅 , 162.76平米 , 南 , 毛坯 , 低楼层,共16层, 板楼
融创玉兰公馆，毛坯楼层好，产证满二！看房有密码！,融创玉兰公馆 ,澄江街道, 206万,"18,461元/平",3室2厅 , 111.59平米 , 南 北 , 毛坯 , 高楼层,共33层, 板塔结合
新上好房   精装修的  拎包入住  省心省力,山水绿城 ,云亭街道, 103万,"7,846元/平",3室2厅 , 131.28平米 , 南 , 精装 , 低楼层,共11层, 板塔结合
此房户型方正，南北通风，楼层好，采光无遮挡,乐府兰亭 ,云亭街道, 100万,"7,082元/平",4室2厅 , 141.22平米 , 南 , 毛坯 , 中楼层,共4层, 暂无数据
带地下室还有院子精装修拎包入住,绿城水岸 ,云亭街道, 120万,"13,598元/平",3室2厅 , 88.25平米 , 南 , 精装 , 低楼层,共31层, 板塔结合
山水绿城 3室2厅 南,山水绿城 ,云亭街道, 118万,"8,214元/平",3室2厅 , 143.67平米 , 南 , 精装 , 中楼层,共16层, 板塔结合
楼层好，配套好，采光好，户型方正，诚意出售,中街35号 ,澄江街道, 258万,"18,911元/平",4室1厅 , 136.43平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
恒大翡翠华庭，精装修大三房，位置好楼层好采光好,恒大翡翠华庭 ,云亭街道, 158.8万,"12,486元/平",3室2厅 , 127.19平米 , 南 北 , 精装 , 低楼层,共21层, 板塔结合
南菁高中旁 精装70年产权住宅 中间楼层 边户敞亮,敔山湾花园 ,云亭街道, 38.8万,"7,641元/平",1室1厅 , 50.78平米 , 南 , 精装 , 中楼层,共9层, 板塔结合
中间户，三开间朝南，户型方正，采光好，精装交付,碧桂园·翡翠湾 ,澄江街道, 135万,"13,748元/平",3室2厅 , 98.2平米 , 南 , 精装 , 低楼层,共33层, 暂无数据
三室两厅两卫一厨，南北通透，房子采光好，目前空置,紫金花园 ,南闸街道, 125万,"7,216元/平",3室2厅 , 173.25平米 , 南 北 , 精装 , 低楼层,共13层, 板塔结合
弘阳昕悦府 3室2厅 南,弘阳昕悦府 ,云亭街道, 73万,"7,685元/平",3室2厅 , 95平米 , 南 , 毛坯 , 高楼层,共27层, 暂无数据
昕悦府低楼层，户型方正，采光好,弘阳昕悦府 ,云亭街道, 70万,"6,864元/平",3室1厅 , 101.99平米 , 南 , 简装 , 低楼层,共34层, 暂无数据
玉兰公馆精装好房出售，房东自己装修,融创玉兰公馆 ,澄江街道, 180万,"16,131元/平",3室2厅 , 111.59平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
精装修 四室两厅两卫 三房朝南 采光好,碧桂园暨阳府 ,澄江街道, 195万,"13,564元/平",4室2厅 , 143.77平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
融创玉兰公馆 3室1厅 东南,融创玉兰公馆 ,澄江街道, 188万,"17,034元/平",3室1厅 , 110.37平米 , 东南 , 毛坯 , 中楼层,共33层, 板塔结合
三开间朝南，户型方正，全天采光，置换诚心出售,金科·東方大院 ,云亭街道, 148万,"10,783元/平",3室2厅 , 137.26平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
雅盛城市嘉园 2室1厅 南,雅盛城市嘉园 ,澄江街道, 100万,"11,263元/平",2室1厅 , 88.79平米 , 南 , 其他 , 高楼层,共27层, 塔楼
澄堡 顶复大平层 三朝南 随时看房,澄堡 ,澄江街道, 345万,"14,410元/平",3室2厅 , 239.43平米 , 南 北 , 毛坯 , 高楼层,共34层, 板楼
马镇 地铁别墅带院子，万亩生态园，低密度，环境好,霞客岛生态城 ,徐霞客镇, 360万,"22,599元/平",4室1厅 , 159.3平米 , 南 , 毛坯 , 低楼层,共2层, 暂无数据
挑高地下室，一楼带院子，洋房大平层，大开间,金众香颂里 ,云亭街道, 280万,"13,692元/平",4室2厅 , 204.51平米 , 南 北 , 毛坯 , 低楼层,共6层, 塔楼
暨阳府璟宸 精装修 四室两厅两卫 空调地暖新风,暨阳府璟宸 ,澄江街道, 210万,"14,686元/平",4室2厅 , 143平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
碧桂园暨阳府 精装修 四室两厅三卫 三房朝南 采光好,碧桂园暨阳府 ,澄江街道, 175万,"12,224元/平",4室2厅 , 143.17平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
户型方正 视野开阔 阳光明媚 出行方便,西亭家园 ,徐霞客镇, 135万,"11,869元/平",2室2厅 , 113.75平米 , 南 , 精装 , 高楼层,共24层, 暂无数据
SHANGZHU两用公寓  小区环境好   随时可看房,创智天地 ,高新区, 48.6万,"8,991元/平",2室1厅 , 54.06平米 , 南 , 精装 , 高楼层,共13层, 板塔结合
朝南格局，采光无遮挡，配套设施齐全，交通便利,融创玉兰公馆 ,澄江街道, 265万,"19,851元/平",3室2厅 , 133.5平米 , 南 , 精装 , 低楼层,共20层, 板楼
精装房，南北通透，户型方正，得房率高,金科·東方大院 ,云亭街道, 139.8万,"11,780元/平",3室2厅 , 118.68平米 , 南 北 , 精装 , 中楼层,共28层, 板楼
城东高新区，山观银城精装高层，中间楼层，采光好,银城·长江赋 ,高新区, 118万,"10,158元/平",3室2厅 , 116.17平米 , 南 , 精装 , 中楼层,共34层, 暂无数据
碧桂园暨阳府 精装修 四室两厅两卫 三房朝南 采光好,碧桂园暨阳府 ,澄江街道, 210万,"14,668元/平",4室2厅 , 143.17平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
蟠龙山公园 旁刚需两居室，精装拎包入住，带15平车库,西苑一村 ,高新区, 58万,"7,619元/平",2室1厅 , 76.13平米 , 南 北 , 精装 , 低楼层,共6层, 暂无数据
满五唯一 天安小户型毛坯房 价格实惠 有钥匙方便看房,天安城市花园 ,高新区, 72万,"8,232元/平",2室1厅 , 87.47平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
高新区次新房，商圈便利，出行方便，位置佳，配套齐全,创智泓家 ,高新区, 213万,"13,126元/平",3室1厅 , 162.28平米 , 南 , 毛坯 , 高楼层,共17层, 暂无数据
石牌一村 2室2厅 南 北,石牌一村 ,高新区, 64.5万,"6,825元/平",2室2厅 , 94.51平米 , 南 北 , 毛坯 , 中楼层,共6层, 塔楼
高新区临街商品房龙庭花苑，楼层好位置佳，带汽车位，,龍庭花苑 ,高新区, 105万,"8,724元/平",3室2厅 , 120.37平米 , 南 北 , 简装 , 中楼层,共18层, 暂无数据
高新区实小旁东苑精装电梯房房龄新拎包入住，楼层好,东苑新村 ,高新区, 78万,"7,818元/平",2室2厅 , 99.77平米 , 南 , 精装 , 高楼层,共10层, 塔楼
延陵路南 两居室 楼层好 户型方正 全天采光 带车库,西苑新村 ,高新区, 52.8万,"5,629元/平",2室1厅 , 93.81平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
江南御园全新毛胚，采光佳，诚心出售，随时看房,融创江南御园 ,高新区, 109万,"8,455元/平",4室2厅 , 128.92平米 , 南 北 , 毛坯 , 高楼层,共9层, 板塔结合
融创江南御园纯毛坯洋房，三开间朝南，楼层好，带车位,融创江南御园 ,高新区, 98万,"9,005元/平",4室2厅 , 108.84平米 , 南 北 , 毛坯 , 高楼层,共11层, 板塔结合
融创江南御园纯毛坯洋房，位置好，楼层佳，采光无遮挡,融创江南御园 ,高新区, 88万,"8,086元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
满二，全新未入住，中高楼层，采光好,江阴碧桂园白鹭湾 ,高新区, 95万,"9,381元/平",3室2厅 , 101.27平米 , 南 , 精装 , 高楼层,共30层, 塔楼
融创江南御园洋房，带院子，位置好，采光无遮挡,融创江南御园 ,高新区, 130万,"11,827元/平",4室1厅 , 109.92平米 , 南 , 精装 , 低楼层,共11层, 板塔结合
房子楼层好 三开间朝南 双阳台 采光无遮挡,融创江南御园 ,高新区, 88万,"8,086元/平",4室1厅 , 108.84平米 , 南 北 , 简装 , 中楼层,共11层, 板塔结合
城东高新区 山观龙庭商品房 简装大三房 带地下车位,龍庭花苑 ,高新区, 109.8万,"8,618元/平",3室2厅 , 127.42平米 , 南 北 , 简装 , 低楼层,共18层, 暂无数据
暨阳花园中间楼层出行方便，配套齐全生活方便,暨阳花园 ,澄江街道, 135万,"19,378元/平",2室1厅 , 69.67平米 , 南 , 简装 , 中楼层,共5层, 板塔结合
绿城水岸大平层，采光好，楼层好，,绿城水岸 ,云亭街道, 128.8万,"6,852元/平",4室2厅 , 187.99平米 , 南 , 毛坯 , 中楼层,共27层, 板塔结合
恒大翡翠好楼层，全天采光视野佳，看房方便,恒大翡翠华庭 ,云亭街道, 116万,"11,488元/平",3室2厅 , 100.98平米 , 南 北 , 精装 , 高楼层,共21层, 板塔结合
蟠龙山公园 旁刚需两居室，精装拎包入住，带15平车库,西苑一村 ,高新区, 58万,"7,619元/平",2室1厅 , 76.13平米 , 南 北 , 精装 , 低楼层,共6层, 暂无数据
高新区银城 精装修三居室 ，位置好 楼层好 ，全天采光,银城·长江赋 ,高新区, 90.8万,"9,390元/平",3室2厅 , 96.7平米 , 南 , 精装 , 高楼层,共34层, 暂无数据
高新区临街商品房龙庭花苑，楼层好位置佳，带汽车位，,龍庭花苑 ,高新区, 105万,"8,724元/平",3室2厅 , 120.37平米 , 南 北 , 简装 , 中楼层,共18层, 暂无数据
高新区实小旁东苑精装电梯房房龄新拎包入住，楼层好,东苑新村 ,高新区, 78万,"7,818元/平",2室2厅 , 99.77平米 , 南 , 精装 , 高楼层,共10层, 塔楼
延陵路南 两居室 楼层好 户型方正 全天采光 带车库,西苑新村 ,高新区, 52.8万,"5,629元/平",2室1厅 , 93.81平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
高新区次新房，商圈便利，出行方便，位置佳，配套齐全,创智泓家 ,高新区, 213万,"13,126元/平",3室1厅 , 162.28平米 , 南 , 毛坯 , 高楼层,共17层, 暂无数据
江南御园全新毛胚，采光佳，诚心出售，随时看房,融创江南御园 ,高新区, 109万,"8,455元/平",4室2厅 , 128.92平米 , 南 北 , 毛坯 , 高楼层,共9层, 板塔结合
石牌一村 2室2厅 南 北,石牌一村 ,高新区, 64.5万,"6,825元/平",2室2厅 , 94.51平米 , 南 北 , 毛坯 , 中楼层,共6层, 塔楼
融创江南御园纯毛坯洋房，三开间朝南，楼层好，带车位,融创江南御园 ,高新区, 98万,"9,005元/平",4室2厅 , 108.84平米 , 南 北 , 毛坯 , 高楼层,共11层, 板塔结合
融创江南御园纯毛坯洋房，位置好，楼层佳，采光无遮挡,融创江南御园 ,高新区, 88万,"8,086元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
满二，全新未入住，中高楼层，采光好,江阴碧桂园白鹭湾 ,高新区, 95万,"9,381元/平",3室2厅 , 101.27平米 , 南 , 精装 , 高楼层,共30层, 塔楼
房子楼层好 三开间朝南 双阳台 采光无遮挡,融创江南御园 ,高新区, 88万,"8,086元/平",4室1厅 , 108.84平米 , 南 北 , 简装 , 中楼层,共11层, 板塔结合
城东高新区 山观龙庭商品房 简装大三房 带地下车位,龍庭花苑 ,高新区, 109.8万,"8,618元/平",3室2厅 , 127.42平米 , 南 北 , 简装 , 低楼层,共18层, 暂无数据
融创江南御园洋房，带院子，位置好，采光无遮挡,融创江南御园 ,高新区, 130万,"11,827元/平",4室1厅 , 109.92平米 , 南 , 精装 , 低楼层,共11层, 板塔结合
满五唯一 天安小户型毛坯房 价格实惠 有钥匙方便看房,天安城市花园 ,高新区, 72万,"8,232元/平",2室1厅 , 87.47平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
香颂里大平层，毛坯改造性强，楼层好位置佳,金众香颂里 ,云亭街道, 210万,"9,777元/平",4室2厅 , 214.8平米 , 南 , 毛坯 , 中楼层,共24层, 板楼
精装修满二，可拎包入住，随时可看,恒大翡翠华庭 ,云亭街道, 106万,"11,183元/平",3室2厅 , 94.79平米 , 南 北 , 精装 , 高楼层,共21层, 板塔结合
诚心急售三房俩卫，位置好 楼层佳，随时可以看房,弘阳昕悦府 ,云亭街道, 73万,"6,299元/平",3室2厅 , 115.9平米 , 南 , 毛坯 , 中楼层,共33层, 暂无数据
小区位置很好，物业管理很好...........,恒大帝景 ,澄江街道, 192万,"13,049元/平",4室2厅 , 147.14平米 , 南 , 精装 , 低楼层,共25层, 板塔结合
交通方便，采光好，阳光充足，未入住,滨江一村 ,澄江街道, 96.8万,"11,593元/平",3室1厅 , 83.5平米 , 南 , 精装 , 低楼层,共7层, 塔楼
次新品质小区 毛坯 采光无影响 户型方正,碧桂园·翡翠湾 ,澄江街道, 265万,"15,946元/平",4室2厅 , 166.19平米 , 南 , 毛坯 , 中楼层,共4层, 暂无数据
自住精装修 交通设施齐全 采光好,春江崋庭 ,澄江街道, 75万,"7,815元/平",2室2厅 , 95.98平米 , 南 , 精装 , 中楼层,共5层, 暂无数据
城南小户型，凤凰层，户型佳，房东诚心出售,澄堡 ,澄江街道, 129.8万,"13,274元/平",2室1厅 , 97.79平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
位置好，视野宽阔，精装修，出行方便,恒大御景 ,澄江街道, 43万,"10,928元/平",1室1厅 , 39.35平米 , 北 , 精装 , 高楼层,共19层, 板塔结合
有中庭的房子 这种房子不多的房东也比较好说话,花园五村住宅小区 ,澄江街道, 115万,"16,243元/平",2室2厅 , 70.8平米 , 南 , 简装 , 低楼层,共4层, 暂无数据
商品房，精装两房，拎包入住，楼层好,盈嘉翰庭 ,澄江街道, 120万,"11,999元/平",2室1厅 , 100.01平米 , 南 , 精装 , 高楼层,共15层, 板塔结合
房型好，楼层佳，采光好，看中可谈,花园一村 ,澄江街道, 145万,"11,216元/平",3室2厅 , 129.28平米 , 南 , 简装 , 低楼层,共6层, 暂无数据
精装修 四室两厅两卫 三房朝南 采光好,碧桂园暨阳府 ,澄江街道, 195万,"13,564元/平",4室2厅 , 143.77平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
江阴融创玉兰公馆带院子可随时看房,融创玉兰公馆 ,澄江街道, 400万,"22,080元/平",4室2厅 , 181.16平米 , 南 , 毛坯 , 低楼层,共8层, 塔楼
户型方正 阳光充足 视野开阔 交通便利,西亭家园 ,徐霞客镇, 145万,"10,212元/平",4室2厅 , 141.99平米 , 南 , 毛坯 , 中楼层,共22层, 板楼
三开间朝南，户型方正，全天采光，置换诚心出售,金科·東方大院 ,云亭街道, 148万,"10,783元/平",3室2厅 , 137.26平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
雅盛城市嘉园 2室1厅 南,雅盛城市嘉园 ,澄江街道, 100万,"11,263元/平",2室1厅 , 88.79平米 , 南 , 其他 , 高楼层,共27层, 塔楼
业主诚心出售，中间楼层，安静，与别墅为邻,山湾水榭 ,云亭街道, 200万,"13,187元/平",3室2厅 , 151.67平米 , 南 北 , 精装 , 低楼层,共18层, 暂无数据
昕悦府低楼层，户型方正，采光好,弘阳昕悦府 ,云亭街道, 70万,"6,864元/平",3室1厅 , 101.99平米 , 南 , 简装 , 低楼层,共34层, 暂无数据
碧桂园暨阳府璟宸 毛坯房 5室2厅3卫 4房朝南 采光好,暨阳府璟宸 ,澄江街道, 318万,"11,864元/平",5室2厅 , 268.04平米 , 南 , 毛坯 , 低楼层,共31层, 暂无数据
不满二，精装交付小三房，峭岐镇中位置,德诚云禧 ,峭岐镇, 90.8万,"9,050元/平",3室1厅 , 100.34平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
