标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
洋房大三房，中上楼层，视野开阔，房东诚心出售,阳光100国际新城南区 ,刘潭, 135万,"11,015元/平",3室2厅 , 122.57平米 , 南 , 精装 , 高楼层,共12层, 板塔结合
陈家岸小区出行方便 出门玉泉公园,陈家岸新村 ,钱桥, 68万,"9,658元/平",2室1厅 , 70.41平米 , 南 , 简装 , 高楼层,共6层, 板楼
明发御金花园 双拼别墅东边套 200㎡大花园 精装修,明发.御金花园 ,西漳, 789万,"22,479元/平",6室2厅 , 351平米 , 南 , 精装 ,,, 暂无数据 
此房精装修  拎包入住 房东诚心出售 看中价格可谈,乐泉花园 ,钱桥, 140万,"10,618元/平",3室2厅 , 131.86平米 , 南 , 精装 , 低楼层,共10层, 板楼
惠山新城 品质小区 交通便利 房东诚心出售 看房方便,融创·亚美利加 ,堰桥, 165万,"18,738元/平",2室2厅 , 88.06平米 , 南 , 精装 , 中楼层,共15层, 板塔结合
洛城 金溪瑞府 次新小区 方正通透户型 全天采光,金溪瑞府 ,洛社, 210万,"16,416元/平",4室2厅 , 127.93平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
洛社电梯商品房、精装修、户型方正、配套齐全交通便利,融创银城惠山国际社区 ,洛社, 145万,"13,443元/平",3室2厅 , 107.87平米 , 南 , 精装 , 低楼层,共32层, 暂无数据
阳光100阿尔勒二期边套小三房，楼层好，诚心出售,阳光100阿尔勒 ,西漳, 130万,"13,725元/平",3室2厅 , 94.72平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
次新小区，4开间朝南，一梯一户，万科物业,万科天一新著 ,西漳, 235万,"18,478元/平",4室1厅 , 127.18平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
橄榄郡 精装3房 户型通透 采光全天无挡,橄榄园 ,洛社, 145万,"11,453元/平",3室2厅 , 126.61平米 , 南 , 精装 , 低楼层,共11层, 板楼
花园150平 嘉利华府联排别墅 近地铁站 交通方便,嘉利华府庄园四区 ,堰桥, 610万,"24,362元/平",4室2厅 , 250.4平米 , 南 北 , 毛坯 , 低楼层,共4层, 板楼
奥特莱斯楼上比较新的买来80几万的,明发商业广场 ,西漳, 68万,"9,275元/平",2室1厅 , 73.32平米 , 东 , 精装 , 中楼层,共14层, 板塔结合
融创品质小区、精装修、采光好、三开间朝南、交通便利,融创·西羲里 ,洛社, 153万,"17,155元/平",3室1厅 , 89.19平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
时代城精准大三房 洋房后面一排 采光全天不受限,时代城（锡溪名邸） ,钱桥, 158万,"13,900元/平",3室2厅 , 113.67平米 , 南 , 精装 , 低楼层,共29层, 板楼
时代城 精装三房 楼层好 随时看房 全天采光 高使用率,时代城（锡溪名邸） ,钱桥, 148万,"13,000元/平",3室2厅 , 113.85平米 , 南 , 精装 , 高楼层,共34层, 板塔结合
万科物业 小三室 中间楼层 美式装修 诚心出售,万科有山 ,阳山, 128万,"13,387元/平",3室2厅 , 95.62平米 , 南 北 , 精装 , 中楼层,共11层, 板楼
次新小区，景观楼层，户型方正，,无锡公园悦府 ,堰桥, 210万,"16,638元/平",4室2厅 , 126.22平米 , 南 , 毛坯 , 中楼层,共9层, 板塔结合
阳光100北区洋房！带大院子，4房2卫，经典飞机户型！,阳光100国际新城北区 ,西漳, 290万,"15,829元/平",4室2厅 , 183.21平米 , 南 , 精装 , 低楼层,共10层, 板楼
150平毛坯房 房东诚心出售交通便利次新小区,紫苑 ,西漳, 198万,"13,179元/平",3室2厅 , 150.24平米 , 南 , 毛坯 , 高楼层,共17层, 板楼
万科物业 小三室 中间楼层 美式装修 诚心出售,万科有山 ,阳山, 128万,"13,387元/平",3室2厅 , 95.62平米 , 南 北 , 精装 , 中楼层,共11层, 板楼
次新小区，景观楼层，户型方正，,无锡公园悦府 ,堰桥, 210万,"16,638元/平",4室2厅 , 126.22平米 , 南 , 毛坯 , 中楼层,共9层, 板塔结合
阳光100北区洋房！带大院子，4房2卫，经典飞机户型！,阳光100国际新城北区 ,西漳, 290万,"15,829元/平",4室2厅 , 183.21平米 , 南 , 精装 , 低楼层,共10层, 板楼
万科高楼层 精装修 业主诚心出 采光好 视野好,万科有山 ,阳山, 130万,"13,541元/平",3室2厅 , 96.01平米 , 南 北 , 精装 , 高楼层,共11层, 板楼
丰涵精装三房 地铁口交通便利 配套齐全 诚心出售,丰涵家园 ,刘潭, 95万,"10,463元/平",3室1厅 , 90.8平米 , 南 北 , 精装 , 高楼层,共18层, 塔楼
洛城雅锦西园顶天立地联排别墅上有星空露台下有前后院,雅锦西园 ,洛社, 570万,"26,395元/平",5室2厅 , 215.95平米 , 南 , 毛坯 , 低楼层,共3层, 板楼
小区位置好，随时看房，采光充足，配套成熟,戴周新村 ,洛社, 85万,"10,000元/平",3室1厅 , 85平米 , 南 , 精装 , 中楼层,共5层, 板楼
融创银城 次新小区 业主置换 急售婚装房 双阳台设计,融创银城惠山国际社区 ,洛社, 143万,"12,935元/平",3室2厅 , 110.56平米 , 南 , 精装 , 高楼层,共34层, 板楼
出售星海康嘉园118平精装 三室两厅两卫,星海康嘉园 ,前洲, 136万,"11,462元/平",3室2厅 , 118.66平米 , 南 北 , 精装 , 中楼层,共6层, 暂无数据
洛社街上 戴周新村 楼层好 看房方便随时看房 采光无忧,戴周新村 ,洛社, 75万,"8,427元/平",3室2厅 , 89平米 , 南 , 简装 , 高楼层,共5层, 板楼
次新小区，4开间朝南，一梯一户，万科物业,万科天一新著 ,西漳, 235万,"18,478元/平",4室1厅 , 127.18平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
橄榄郡 精装3房 户型通透 采光全天无挡,橄榄园 ,洛社, 145万,"11,453元/平",3室2厅 , 126.61平米 , 南 , 精装 , 低楼层,共11层, 板楼
花园150平 嘉利华府联排别墅 近地铁站 交通方便,嘉利华府庄园四区 ,堰桥, 610万,"24,362元/平",4室2厅 , 250.4平米 , 南 北 , 毛坯 , 低楼层,共4层, 板楼
明发御金花园 双拼别墅东边套 200㎡大花园 精装修,明发.御金花园 ,西漳, 789万,"22,479元/平",6室2厅 , 351平米 , 南 , 精装 ,,, 暂无数据 
洛社电梯商品房、精装修、户型方正、配套齐全交通便利,融创银城惠山国际社区 ,洛社, 145万,"13,443元/平",3室2厅 , 107.87平米 , 南 , 精装 , 低楼层,共32层, 暂无数据
阳光100阿尔勒二期边套小三房，楼层好，诚心出售,阳光100阿尔勒 ,西漳, 130万,"13,725元/平",3室2厅 , 94.72平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
洛城 金溪瑞府 次新小区 方正通透户型 全天采光,金溪瑞府 ,洛社, 210万,"16,416元/平",4室2厅 , 127.93平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
品质物业，品质小区，纯毛坯，纯洋房,丽都景园（上府名园） ,洛社, 193万,"14,115元/平",3室2厅 , 136.74平米 , 南 , 毛坯 , 低楼层,共13层, 板楼
新上房源，价格实惠，房东诚心出售，随时可看,万科有山 ,阳山, 128万,"13,332元/平",3室2厅 , 96.01平米 , 南 , 精装 , 低楼层,共11层, 板楼
洛城雅锦园次新小区精装大三房两卫采光全天,洛城雅锦园 ,洛社, 195万,"13,996元/平",3室2厅 , 139.33平米 , 南 , 精装 , 高楼层,共27层, 板楼
惠山新城 品质小区 交通便利 房东诚心出售 看房方便,融创·亚美利加 ,堰桥, 165万,"18,738元/平",2室2厅 , 88.06平米 , 南 , 精装 , 中楼层,共15层, 板塔结合
融创品质小区、精装修、采光好、三开间朝南、交通便利,融创·西羲里 ,洛社, 153万,"17,155元/平",3室1厅 , 89.19平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
时代城精准大三房 洋房后面一排 采光全天不受限,时代城（锡溪名邸） ,钱桥, 158万,"13,900元/平",3室2厅 , 113.67平米 , 南 , 精装 , 低楼层,共29层, 板楼
奥特莱斯楼上比较新的买来80几万的,明发商业广场 ,西漳, 68万,"9,275元/平",2室1厅 , 73.32平米 , 东 , 精装 , 中楼层,共14层, 板塔结合
环境优美，户型正，安静，绿化高,万科有山 ,阳山, 127万,"13,228元/平",3室2厅 , 96.01平米 , 南 , 精装 , 低楼层,共11层, 板楼
新出新苑三房 满五唯一 采光充足  房东诚心卖,新苑一村 ,洛社, 98万,"9,284元/平",3室1厅 , 105.56平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
次新小区，南北通风格局，采光充足，楼层好，视野宽阔,丽都景园（上府名园） ,洛社, 120万,"13,707元/平",2室1厅 , 87.55平米 , 南 , 简装 , 中楼层,共13层, 板楼
龙湖悠山郡精装上叠 空置 看房提前约 业主诚心出售,龙湖悠山郡 ,阳山, 228万,"19,218元/平",3室2厅 , 118.64平米 , 南 北 , 精装 , 低楼层,共3层, 暂无数据
雅锦园 次新房 精装小三房精 前排无遮挡,洛城雅锦园 ,洛社, 119万,"13,353元/平",3室2厅 , 89.12平米 , 南 , 精装 , 低楼层,共26层, 板楼
房子满五唯一，省税费，房东急售，诚心出售,理想城市花园十期 ,堰桥, 130万,"14,450元/平",2室1厅 , 89.97平米 , 南 , 精装 , 中楼层,共24层, 板塔结合
洛城 金溪瑞府 次新小区 方正通透户型 全天采光,金溪瑞府 ,洛社, 210万,"16,416元/平",4室2厅 , 127.93平米 , 南 , 精装 , 中楼层,共18层, 暂无数据
洛城中央御景 精装大三房 电梯洋房 花园小区,洛城中央御景 ,洛社, 252万,"18,030元/平",3室2厅 , 139.77平米 , 南 , 精装 , 中楼层,共6层, 板楼
阳光100阿尔勒二期边套小三房，楼层好，诚心出售,阳光100阿尔勒 ,西漳, 130万,"13,725元/平",3室2厅 , 94.72平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
明发国际新城清爽2房 户型方正 凤凰楼层 拎包入住,明发·国际新城（西区） ,西漳, 130万,"14,005元/平",2室2厅 , 92.83平米 , 南 , 精装 , 高楼层,共11层, 板塔结合
品质物业，品质小区，纯毛坯，纯洋房,丽都景园（上府名园） ,洛社, 193万,"14,115元/平",3室2厅 , 136.74平米 , 南 , 毛坯 , 低楼层,共13层, 板楼
新上房源，价格实惠，房东诚心出售，随时可看,万科有山 ,阳山, 128万,"13,332元/平",3室2厅 , 96.01平米 , 南 , 精装 , 低楼层,共11层, 板楼
满五年楼层好，采光好格局正，户型通透,水岸花城 ,钱桥, 110万,"12,070元/平",2室2厅 , 91.14平米 , 南 , 精装 , 高楼层,共6层, 板楼
融创银城 次新小区 业主置换 急售婚装房 双阳台设计,融创银城惠山国际社区 ,洛社, 143万,"12,935元/平",3室2厅 , 110.56平米 , 南 , 精装 , 高楼层,共34层, 板楼
出售星海康嘉园118平精装 三室两厅两卫,星海康嘉园 ,前洲, 136万,"11,462元/平",3室2厅 , 118.66平米 , 南 北 , 精装 , 中楼层,共6层, 暂无数据
万科物业 中间楼层 精装交付后业主定制橱柜 贴墙纸,万科有山 ,阳山, 128万,"13,334元/平",3室2厅 , 96平米 , 南 , 精装 , 中楼层,共11层, 板楼
融创银城惠山国际社区 3室2厅 南 北,融创银城惠山国际社区 ,洛社, 135万,"12,964元/平",3室2厅 , 104.14平米 , 南 北 , 精装 , 高楼层,共22层, 暂无数据
此房精装修满五唯一，一楼带60平院子，房东诚心出售,明发·国际新城（西区） ,西漳, 208万,"17,095元/平",3室2厅 , 121.68平米 , 南 , 精装 , 低楼层,共18层, 板塔结合
房子满五唯一，省税费，房东急售，诚心出售,理想城市花园十期 ,堰桥, 130万,"14,450元/平",2室1厅 , 89.97平米 , 南 , 精装 , 中楼层,共24层, 板塔结合
店长推荐，房子得房率高，有车位，价格可谈。,阳光100国际新城南区 ,刘潭, 160万,"11,852元/平",3室2厅 , 135平米 , 南 , 精装 , 高楼层,共9层, 板塔结合
天一城A区 楼栋位置居中 经典大四房 居中楼层 小洋房,天一城A区 ,西漳, 220万,"14,565元/平",4室2厅 , 151.05平米 , 南 , 精装 , 中楼层,共11层, 板楼
步梯房中间楼层，看房方便，房东诚心出售。,华新苑 ,山北, 120万,"8,275元/平",3室2厅 , 145.03平米 , 南 , 精装 , 中楼层,共6层, 板楼
次新小区，南北通风格局，采光充足，楼层好，视野宽阔,丽都景园（上府名园） ,洛社, 120万,"13,707元/平",2室1厅 , 87.55平米 , 南 , 简装 , 中楼层,共13层, 板楼
新出新苑三房 满五唯一 采光充足  房东诚心卖,新苑一村 ,洛社, 98万,"9,284元/平",3室1厅 , 105.56平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
龙湖悠山郡精装上叠 空置 看房提前约 业主诚心出售,龙湖悠山郡 ,阳山, 228万,"19,218元/平",3室2厅 , 118.64平米 , 南 北 , 精装 , 低楼层,共3层, 暂无数据
雅锦园 次新房 精装小三房精 前排无遮挡,洛城雅锦园 ,洛社, 119万,"13,353元/平",3室2厅 , 89.12平米 , 南 , 精装 , 低楼层,共26层, 板楼
万科高楼层 精装修 业主诚心出 采光好 视野好,万科有山 ,阳山, 130万,"13,541元/平",3室2厅 , 96.01平米 , 南 北 , 精装 , 高楼层,共11层, 板楼
洛城雅锦西园顶天立地联排别墅上有星空露台下有前后院,雅锦西园 ,洛社, 570万,"26,395元/平",5室2厅 , 215.95平米 , 南 , 毛坯 , 低楼层,共3层, 板楼
小区位置好，随时看房，采光充足，配套成熟,戴周新村 ,洛社, 85万,"10,000元/平",3室1厅 , 85平米 , 南 , 精装 , 中楼层,共5层, 板楼
丰涵精装三房 地铁口交通便利 配套齐全 诚心出售,丰涵家园 ,刘潭, 95万,"10,463元/平",3室1厅 , 90.8平米 , 南 北 , 精装 , 高楼层,共18层, 塔楼
洛社街上 戴周新村 楼层好 看房方便随时看房 采光无忧,戴周新村 ,洛社, 75万,"8,427元/平",3室2厅 , 89平米 , 南 , 简装 , 高楼层,共5层, 板楼
洛社高新区 洛社街上天奇城 三室一厅一卫精装出售,天奇城（A座） ,洛社, 118万,"12,244元/平",3室1厅 , 96.38平米 , 南 , 精装 , 高楼层,共18层, 板楼
牡丹园 绿城物业 公园悦府 毛坯通透边套3房,无锡公园悦府 ,堰桥, 180万,"16,019元/平",3室2厅 , 112.37平米 , 南 , 毛坯 , 高楼层,共34层, 板塔结合
美林湖 地铁口 2+1户型 精装保养好 商圈成熟,美林湖花园 ,钱桥, 140万,"15,201元/平",2室2厅 , 92.1平米 , 南 北 , 精装 ,,, 塔楼
水岸花城 三房两厅 格局方正 看房便利,水岸花城 ,钱桥, 160万,"14,908元/平",3室2厅 , 107.33平米 , 南 北 , 精装 , 低楼层,共6层, 塔楼
天一地铁畔 奥特莱斯旁 明发悦庭简装一室 采光刺眼,明发商业广场 ,西漳, 55万,"10,577元/平",1室1厅 , 52平米 , 南 , 简装 , 中楼层,共14层, 板塔结合
精装婚房 视野开阔无遮挡采光好 全新家具家电,新街家园 ,刘潭, 105万,"11,924元/平",2室2厅 , 88.06平米 , 南 , 精装 , 低楼层,共32层, 板楼
新街家园精装房 楼层好 采光好 拎包入住,新街家园 ,刘潭, 95万,"10,953元/平",2室1厅 , 86.74平米 , 南 , 精装 , 低楼层,共32层, 板楼
精装两房，楼层好，户型好，冲啊，大伙！！,新街家园 ,刘潭, 110万,"13,506元/平",2室2厅 , 81.45平米 , 南 , 精装 , 中楼层,共32层, 板楼
赛格公馆 地铁口 复式挑高 精装修,赛格二期 ,刘潭, 40万,"9,669元/平",2室2厅 , 41.37平米 , 北 , 精装 , 高楼层,共23层, 板塔结合
新街家园 刘潭广石 满2商品房 2室新式精装修,新街家园 ,刘潭, 109万,"13,941元/平",2室2厅 , 78.19平米 , 南 , 精装 , 中楼层,共24层, 板楼
此房近地铁，通风效果佳， 诚心出售,新街家园 ,刘潭, 105万,"11,924元/平",2室2厅 , 88.06平米 , 南 , 简装 , 高楼层,共32层, 板楼
地铁口 不先购 新街家园2房 通透户型 看房方便,新街家园 ,刘潭, 109万,"12,248元/平",2室1厅 , 89平米 , 南 , 简装 , 高楼层,共18层, 板楼
阳光100两室精装修，户型方正，出行方便,阳光100国际新城南区 ,刘潭, 126万,"15,423元/平",2室2厅 , 81.7平米 , 南 , 精装 , 低楼层,共12层, 板塔结合
小三房中间楼层，满五唯一，无个税,阳光100国际新城南区 ,刘潭, 89万,"9,976元/平",3室2厅 , 89.22平米 , 东 , 精装 , 中楼层,共29层, 塔楼
凤翔馨城  无增值税 中间位置 小高层  采光好户型方正,凤翔馨城 ,刘潭, 170万,"15,273元/平",3室2厅 , 111.31平米 , 南 , 精装 , 高楼层,共11层, 板楼
温馨三房 自住精装 产权清晰 诚心出售,阳光100国际新城南区 ,刘潭, 95万,"10,653元/平",3室2厅 , 89.18平米 , 东 , 简装 , 高楼层,共28层, 板塔结合
房东诚心出售，看房方便，此价格包土出,新街家园 ,刘潭, 93万,"10,521元/平",2室2厅 , 88.4平米 , 南 , 毛坯 , 低楼层,共32层, 板塔结合
地铁口 赛格公馆 精装复式 采光好 楼层佳 看房方便,赛格二期 ,刘潭, 48万,"11,603元/平",2室2厅 , 41.37平米 , 北 , 精装 , 高楼层,共23层, 板塔结合
赛格公馆复式 双地铁畔 采光好楼层佳,赛格二期 ,刘潭, 33万,"7,977元/平",1室1厅 , 41.37平米 , 北 , 毛坯 , 高楼层,共23层, 板塔结合
此房近地铁，通风效果佳， 诚心出售,新街家园 ,刘潭, 97万,"11,940元/平",2室1厅 , 81.24平米 , 南 , 简装 , 低楼层,共32层, 板塔结合
南区洋房，空间大得房率高，精装自住舒适度很高,阳光100国际新城南区 ,刘潭, 120万,"13,120元/平",2室2厅 , 91.47平米 , 南 , 精装 , 中楼层,共11层, 板塔结合
新街家园边套  毛坯  中间楼层  采光好无遮挡,新街家园 ,刘潭, 88万,"10,146元/平",2室2厅 , 86.74平米 , 南 , 毛坯 , 中楼层,共22层, 板楼
天河精装三房，户型方正，得房率高，交通便利,天河小区 ,刘潭, 140万,"11,200元/平",3室2厅 , 125.01平米 , 南 , 精装 , 低楼层,共6层, 板楼
精装修 新街家园南北户型 2室1厅低楼层 保养好,新街家园 ,刘潭, 98万,"11,331元/平",2室1厅 , 86.49平米 , 西南 , 精装 , 低楼层,共28层, 板塔结合
定销商品房无土出 纯毛坯 中间楼层 采光无遮挡,新街家园 ,刘潭, 120万,"10,415元/平",3室2厅 , 115.22平米 , 南 , 毛坯 , 中楼层,共32层, 板楼
刘潭双地铁口精装公寓，楼层好，交通便利，配套齐全,赛格二期 ,刘潭, 42万,"8,824元/平",2室1厅 , 47.6平米 , 东 , 精装 , 中楼层,共23层, 板塔结合
精装修 配套成熟 地铁一号线 四号线,缤悦湾电商公寓 ,刘潭, 43万,"8,751元/平",1室1厅 , 49.14平米 , 南 , 精装 , 高楼层,共22层, 板塔结合
新街两房精装修楼层好包土出房东诚心卖,新街家园 ,刘潭, 105万,"11,943元/平",2室1厅 , 87.92平米 , 南 , 精装 , 中楼层,共32层, 板楼
天一城精装修三房户型方正看房方便,天一城A区 ,西漳, 192万,"13,427元/平",3室2厅 , 143平米 , 南 , 精装 , 低楼层,共11层, 塔楼
天一地铁畔 奥特莱斯旁 明发悦庭简装一室 采光刺眼,明发商业广场 ,西漳, 55万,"10,577元/平",1室1厅 , 52平米 , 南 , 简装 , 中楼层,共14层, 板塔结合
融创高品质小区，物业管理和环境很好,玉兰公馆三区 ,堰桥, 240万,"18,857元/平",4室2厅 , 127.28平米 , 南 , 精装 , 中楼层,共33层, 平房
凤翔馨城精装2房  户型好楼层佳  换房急售,凤翔馨城 ,刘潭, 115万,"12,215元/平",2室2厅 , 94.15平米 , 南 , 精装 , 低楼层,共25层, 平房
复式两房、两卫，动静分离，拎包入住,阳光100国际新城南区 ,刘潭, 90万,"11,496元/平",2室2厅 , 78.29平米 , 东 , 精装 , 高楼层,共33层, 板塔结合
缤悦湾 挑高复式 上下两层地铁口 配套成熟,缤悦湾电商公寓 ,刘潭, 27万,"6,803元/平",1室1厅 , 39.69平米 , 东南 , 简装 , 高楼层,共22层, 板塔结合
满五商品房无土无增值税 装修保养好买它买它,新街家园 ,刘潭, 96万,"10,920元/平",2室1厅 , 87.92平米 , 南 , 精装 , 低楼层,共32层, 板楼
新街两房 地铁口 好楼层阳光充足 诚心出售看房方便,新街家园 ,刘潭, 94万,"10,259元/平",2室1厅 , 91.63平米 , 南 , 毛坯 , 中楼层,共18层, 板塔结合
缤悦湾跃层式精装公寓 两房 干净清爽 拎包入住,缤悦湾电商公寓 ,刘潭, 32万,"8,061元/平",2室2厅 , 39.7平米 , 南 北 , 精装 , 中楼层,共22层, 板塔结合
地铁口 不先够 新街家园 简装两房 通风采光佳,新街家园 ,刘潭, 85万,"10,436元/平",2室2厅 , 81.45平米 , 南 , 简装 , 高楼层,共32层, 板楼
温馨两房 精装 产权清晰 诚心出售,阳光100国际新城南区 ,刘潭, 75.5万,"11,423元/平",2室2厅 , 66.1平米 , 西 , 精装 , 中楼层,共29层, 塔楼
阳光100南区  拎包入住 采光好 视野开阔,阳光100国际新城南区 ,刘潭, 89万,"10,877元/平",2室2厅 , 81.83平米 , 东 , 精装 , 中楼层,共28层, 板塔结合
丰涵家园 3室2厅 南,丰涵家园 ,刘潭, 182万,"13,630元/平",3室2厅 , 133.53平米 , 南 , 精装 , 中楼层,共18层, 板楼
采光无遮挡，大阳台+小院，全屋明亮，换房诚售,阳光100国际新城南区 ,刘潭, 118万,"14,617元/平",3室2厅 , 80.73平米 , 北 , 精装 , 低楼层,共28层, 板塔结合
新街家园商品房 凤凰楼层 视野开阔 看房方便 诚心卖,新街家园 ,刘潭, 105万,"12,897元/平",2室1厅 , 81.42平米 , 南 , 精装 , 高楼层,共32层, 板楼
双地铁口 凤翔馨城 银城物业 生活配套齐全 房东诚心卖,凤翔馨城 ,刘潭, 200万,"14,926元/平",3室1厅 , 134平米 , 南 北 , 简装 , 中楼层,共11层, 板塔结合
南区塔楼自住精装修 中高楼层视野采光佳得房高,阳光100国际新城南区 ,刘潭, 85万,"11,819元/平",2室1厅 , 71.92平米 , 西北 , 精装 , 高楼层,共28层, 板塔结合
一楼带院子带地下室，南北通透实用三房，诚心出售,阳光100国际新城南区 ,刘潭, 149万,"14,327元/平",3室2厅 , 104平米 , 南 北 , 精装 , 低楼层,共11层, 板塔结合
新街家园房龄新.商品房，无土出，精装两室，户型方正,新街家园 ,刘潭, 86万,"10,664元/平",2室2厅 , 80.65平米 , 南 , 精装 , 低楼层,共32层, 板楼
新盛苑顶带阁 楼上有个78十平 近天河小区刘潭站,新盛苑 ,刘潭, 121万,"10,084元/平",3室2厅 , 120平米 , 南 , 简装 , 高楼层,共6层, 板塔结合
缤悦湾 挑高复式 地铁口 配套成熟 看房随时,缤悦湾电商公寓 ,刘潭, 46万,"11,590元/平",2室1厅 , 39.69平米 , 南 , 简装 , 中楼层,共22层, 板塔结合
新街 毛坯两房 楼层好采光无遮挡  交通便利配套成熟,新街家园 ,刘潭, 85万,"10,481元/平",2室1厅 , 81.1平米 , 南 , 毛坯 , 高楼层,共32层, 板塔结合
一楼有院子，跃层两房，现代装修，户型方正，诚心出售,阳光100国际新城南区 ,刘潭, 128万,"14,428元/平",2室2厅 , 88.72平米 , 西 , 精装 , 低楼层,共33层, 板塔结合
新街俩房  包土出  商品房  房东诚心卖,新街家园 ,刘潭, 105万,"12,214元/平",2室2厅 , 85.97平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
刘潭双地铁口公寓交通便利采光好配套齐全随时看房,星富国际 ,刘潭, 33.5万,"8,223元/平",1室1厅 , 40.74平米 , 西 , 精装 , 中楼层,共15层, 塔楼
房子位置好 楼层采光好 房东诚心卖,丰涵家园 ,刘潭, 80万,"9,347元/平",3室1厅 , 85.59平米 , 南 , 毛坯 , 高楼层,共6层, 板塔结合
新街家园 刘潭广石 满2商品房 2室精装修,新街家园 ,刘潭, 95万,"11,055元/平",2室2厅 , 85.94平米 , 东 西 , 精装 , 高楼层,共18层, 板楼
此房近地铁，中间楼层，通风效果佳， 诚心出售,新街家园 ,刘潭, 90万,"11,143元/平",2室1厅 , 80.77平米 , 南 , 精装 , 中楼层,共28层, 板塔结合
阳光100南区，1楼带40平院子，复式两房两卫，诚心卖.,阳光100国际新城南区 ,刘潭, 104万,"11,825元/平",2室1厅 , 87.95平米 , 东 , 精装 , 低楼层,共33层, 板塔结合
南区飞机户型一梯两户洋房  自住装修诚心出售,阳光100国际新城南区 ,刘潭, 160万,"12,110元/平",3室2厅 , 132.13平米 , 南 , 精装 , 低楼层,共10层, 板塔结合
天河小区 精装大三房 房东自住  中间楼层 价格可谈,天河小区 ,刘潭, 160万,"11,949元/平",3室2厅 , 133.91平米 , 南 北 , 简装 , 中楼层,共6层, 板楼
精装修。户型朝南，采光好。房屋保养得好,凤翔馨城 ,刘潭, 179万,"13,374元/平",3室2厅 , 133.85平米 , 南 , 精装 , 中楼层,共11层, 板塔结合
牡丹园 绿城物业 公园悦府 毛坯通透边套3房,无锡公园悦府 ,堰桥, 180万,"16,019元/平",3室2厅 , 112.37平米 , 南 , 毛坯 , 高楼层,共34层, 板塔结合
西溪碧桂园业主自住装修，家具家电全留，拎包入住,西溪碧桂园 ,钱桥, 129万,"13,299元/平",3室2厅 , 97平米 , 南 , 精装 , 中楼层,共18层, 板楼
刚需三房，精装保养新，楼层好，拎包入住。诚心卖,龙栖湾 ,钱桥, 112万,"12,075元/平",3室2厅 , 92.76平米 , 南 北 , 精装 , 低楼层,共22层, 塔楼
美林湖 地铁口 2+1户型 精装保养好 商圈成熟,美林湖花园 ,钱桥, 140万,"15,201元/平",2室2厅 , 92.1平米 , 南 北 , 精装 ,,, 塔楼
"沁春园,精装两房,凤凰楼层,采光充足,近小区门口,唯一",沁春园 ,西漳, 105万,"14,947元/平",2室1厅 , 70.25平米 , 南 , 精装 , 高楼层,共18层, 板楼
温馨三房 自住精装 产权清晰 诚心出售,阳光100国际新城南区 ,刘潭, 95万,"10,653元/平",3室2厅 , 89.18平米 , 东 , 简装 , 高楼层,共28层, 板塔结合
精装婚房 视野开阔无遮挡采光好 全新家具家电,新街家园 ,刘潭, 105万,"11,924元/平",2室2厅 , 88.06平米 , 南 , 精装 , 低楼层,共32层, 板楼
新街家园精装房 楼层好 采光好 拎包入住,新街家园 ,刘潭, 95万,"10,953元/平",2室1厅 , 86.74平米 , 南 , 精装 , 低楼层,共32层, 板楼
洛社镇天奇城 通透电梯房 全天采光,天奇城（A座） ,洛社, 120万,"11,980元/平",3室2厅 , 100.17平米 , 南 , 精装 , 高楼层,共18层, 板楼
阳光100北区 大两房 诚心出售拎包入住 看房方便,阳光100国际新城北区 ,西漳, 95万,"10,570元/平",2室1厅 , 89.88平米 , 西 , 精装 , 中楼层,共33层, 塔楼
采光好 视野好 开发商交付 看房随时 诚心出售.,阳光100阿尔勒 ,西漳, 120万,"12,669元/平",3室2厅 , 94.72平米 , 南 , 精装 , 低楼层,共34层, 板楼
阳光100米娅公馆三房，楼层好采光佳。,阳光100米娅公馆 ,西漳, 119万,"11,984元/平",3室2厅 , 99.3平米 , 南 , 简装 , 低楼层,共18层, 板楼
此房精装两房，房东诚心出售，看房方便,阳光100国际新城北区 ,西漳, 110万,"11,837元/平",2室2厅 , 92.93平米 , 南 , 精装 , 高楼层,共18层, 板楼
阳光100北区 看房方便的   大三房  户型不错 的,阳光100国际新城北区 ,西漳, 145万,"11,568元/平",3室1厅 , 125.35平米 , 南 北 , 精装 , 中楼层,共33层, 塔楼
长宁苑三区 毛坯两房 业主诚心出售,长宁苑三区 ,堰桥, 70万,"9,228元/平",2室1厅 , 75.86平米 , 南 , 毛坯 , 低楼层,共6层, 板楼
米娅公馆新小区  满五唯一  中上楼层看房方便,阳光100米娅公馆 ,西漳, 96万,"11,036元/平",2室2厅 , 86.99平米 , 南 , 精装 , 高楼层,共18层, 板楼
