标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
周新苑东三期 101.25m² 小高层  全天采光 户型方正,周新苑东三期 ,万象城/东绛, 113万,"11,161元/平",2室2厅 , 101.25平米 , 南 , 简装 , 高楼层,共15层, 板楼
业主诚心卖，满五唯一，看房提前联系,军转公寓（溪南新村） ,新体育中心, 164万,"13,233元/平",3室2厅 , 123.94平米 , 南 北 , 简装 , 中楼层,共7层, 板楼
万科二区 通透户型 楼层好 视野开阔 采光充足,魅力万科城二区 ,万象城/东绛, 199万,"22,310元/平",2室1厅 , 89.2平米 , 东 , 精装 , 高楼层,共26层, 板楼
经开区电梯洋房，户型方正，得房率高南北通风,水清木华 ,华庄, 250万,"22,501元/平",3室1厅 , 111.11平米 , 南 北 , 毛坯 , 中楼层,共5层, 板楼
吉宝澜岸名邸精装房空调地暖四室二厅二卫,吉宝澜岸铭邸 ,长广溪/大学城, 399万,"28,218元/平",3室2厅 , 141.4平米 , 南 北 , 精装 , 高楼层,共12层, 板楼
苏豪国际 精装修 楼层好采光佳诚心出售 价格可谈,苏豪国际大厦 ,新体育中心, 80万,"11,214元/平",1室1厅 , 71.34平米 , 南 , 精装 , 低楼层,共22层, 板塔结合
经开区！熙园五期南，一楼带花园，装修保养贼好！,融创熙园五期 ,长广溪/大学城, 268万,"21,565元/平",2室2厅 , 124.28平米 , 南 , 精装 , 低楼层,共18层, 板楼
万科品质 经典小三房 边套南北通透 近金桥 方糖,万科信成道二期 ,海岸城/市民中心, 215万,"24,713元/平",3室2厅 , 87平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
万象旁，蠡湖边，精装自住，自带小院子,太湖世家 ,长广溪/大学城, 1050万,"35,202元/平",5室2厅 , 298.28平米 , 北 南 , 精装 ,,, 板楼
玖瑞尚城精装大三房，中上楼层，采光好，诚心出售,融科玖瑞尚城 ,海岸城/市民中心, 330万,"24,081元/平",3室2厅 , 137.04平米 , 南 , 精装 , 中楼层,共33层, 板楼
自住精装 户型方正 采光好  电梯房 楼层好,湖山湾家园A区 ,梅园, 100万,"13,334元/平",2室1厅 , 75平米 , 南 , 精装 , 中楼层,共11层, 板楼
万科信成道 边套通透户型 采光无遮挡,万科信成道三期 ,海岸城/市民中心, 275万,"26,671元/平",3室1厅 , 103.11平米 , 南 北 , 精装 , 低楼层,共29层, 板楼
宝能城 位置好 交通方便 配套齐全,宝能城 ,海岸城/市民中心, 200万,"22,645元/平",2室2厅 , 88.32平米 , 南 , 精装 , 高楼层,共32层, 板楼
宝能城毛坯大2房 隔壁是金融街无锡中信大厦 中间楼层,宝能城 ,海岸城/市民中心, 210万,"23,778元/平",2室2厅 , 88.32平米 , 南 , 毛坯 , 高楼层,共32层, 板楼
宝能三期 房龄2年 开发商统一装修 3000/平 从未入住,宝能城 ,海岸城/市民中心, 300万,"26,176元/平",3室2厅 , 114.61平米 , 南 , 精装 , 低楼层,共33层, 板楼
万科物业 经典两房户型 纯新房 未居住 业主诚心,万科信成道三期 ,海岸城/市民中心, 255万,"30,332元/平",2室2厅 , 84.07平米 , 南 , 精装 , 高楼层,共26层, 板楼
全新未入住 精装三房 中间楼层 采光好  随时看房,宝能城 ,海岸城/市民中心, 290万,"25,304元/平",3室2厅 , 114.61平米 , 南 北 , 精装 , 中楼层,共33层, 板楼
富力十号南五精装三房，直面金匮公园，全天采光随时看,富力十号B区 ,万象城/东绛, 430万,"28,813元/平",3室2厅 , 149.24平米 , 北 南 , 精装 , 低楼层,共36层, 板楼
经开区宝能城三期开发商高档次装修大两房好位置不遮挡,宝能城 ,海岸城/市民中心, 269万,"30,458元/平",2室1厅 , 88.32平米 , 南 , 精装 , 中楼层,共32层, 板楼
海岸城馨园 两房方正户型 位置好,海岸城馨园 ,海岸城/市民中心, 180万,"25,123元/平",2室2厅 , 71.65平米 , 南 , 精装 , 低楼层,共33层, 板楼
蠡湖壹号 中装两房 诚心出售 随时看房,蠡湖一号 ,蠡湖新城, 245万,"26,271元/平",2室2厅 , 93.26平米 , 南 , 精装 , 低楼层,共30层, 板楼
路劲天御 大平层 凤凰楼层 一线湖景 纯毛坯 急售,路劲蠡湖院子 ,蠡湖新城, 960万,"31,571元/平",4室2厅 , 304.08平米 , 南 , 毛坯 , 高楼层,共42层, 板楼
中锐星公元 精装三房 锡师＋江南 带车位 三开间朝南,中锐星公元 ,塘铁桥, 400万,"36,154元/平",3室2厅 , 110.64平米 , 南 , 精装 , 低楼层,共32层, 板楼
落霞苑 毛坯小两房  交通便利  地铁南湖家园站,落霞苑第一社区 ,塘铁桥, 98万,"14,940元/平",2室1厅 , 65.6平米 , 南 , 毛坯 , 高楼层,共6层, 板楼
信成道三期 楼层中间位置  小复式  次新房 装修保养,万科信成道三期 ,海岸城/市民中心, 350万,"28,703元/平",4室2厅 , 121.94平米 , 南 , 精装 , 中楼层,共29层, 板楼
50W美式装修 位置好 景观好 双阳台 带车位 家电全留,苏宁悦城悦园D区 ,塘铁桥, 370万,"30,829元/平",3室2厅 , 120.02平米 , 南 北 , 精装 , 高楼层,共32层, 板楼
融科精装大三房 全天采光 带车位 保养好 文化宫一号线,融科玖瑞尚城 ,海岸城/市民中心, 378万,"26,613元/平",3室2厅 , 142.04平米 , 南 北 , 精装 , 高楼层,共24层, 板楼
全新精装修，景观楼层，湖景房，采光视野佳。,绿城凤起和鸣 ,海岸城/市民中心, 600万,"41,708元/平",4室2厅 , 143.86平米 , 南 , 精装 , 中楼层,共33层, 暂无数据
三房户型好明，装修新，家具家电全，自然大车位,万科信成道三期 ,海岸城/市民中心, 295万,"30,771元/平",3室2厅 , 95.87平米 , 南 , 精装 ,,, 板楼
新上好房 小区中间位置 毛坯大三房 一梯一户 通透户型,宝能城 ,海岸城/市民中心, 290万,"20,947元/平",3室2厅 , 138.45平米 , 南 北 , 毛坯 , 低楼层,共28层, 板楼
精装跃层，次新房正芯位置，中高层视野全天，南观太湖,万科信成道三期 ,海岸城/市民中心, 320万,"28,405元/平",4室2厅 , 112.66平米 , 南 北 , 精装 , 高楼层,共29层, 板楼
宝能城 横厅大三房 业主诚售 看中价格好谈,宝能城 ,海岸城/市民中心, 322万,"23,258元/平",3室2厅 , 138.45平米 , 南 北 , 毛坯 , 低楼层,共28层, 板楼
立信华府，交通便利，有钥匙看房，未来可期,宝能城 ,海岸城/市民中心, 238万,"21,452元/平",2室2厅 , 110.95平米 , 南 北 , 毛坯 , 低楼层,共18层, 板楼
宝能城精装大三房自住装修保养好 中间楼层采光全天,宝能城 ,海岸城/市民中心, 300万,"24,043元/平",3室1厅 , 124.78平米 , 南 , 精装 , 高楼层,共32层, 板楼
经开区，万科品质，精装修三房，近金桥，成熟配套,万科信成道二期 ,海岸城/市民中心, 280万,"31,924元/平",3室2厅 , 87.71平米 , 南 , 精装 , 中楼层,共34层, 板楼
凤起和鸣一期 满2年 全新未入住 诚心出售,绿城凤起和鸣 ,海岸城/市民中心, 415万,"36,778元/平",3室2厅 , 112.84平米 , 南 , 精装 , 中楼层,共31层, 板楼
凡尔赛庄园 洋房 面积大 环境好 湖景房,香槟花园 ,胡埭, 226万,"16,089元/平",3室2厅 , 140.47平米 , 南 北 , 精装 , 中楼层,共4层, 暂无数据
太湖佳园西区 2室1厅 南,太湖佳园西区 ,华庄, 78万,"11,064元/平",2室1厅 , 70.5平米 , 南 , 毛坯 , 中楼层,共30层, 板楼
融创熙园五期 2室2厅 南,融创熙园五期 ,长广溪/大学城, 188万,"21,051元/平",2室2厅 , 89.31平米 , 南 , 精装 , 低楼层,共28层, 板楼
业主诚心卖，满五唯一，看房提前联系,军转公寓（溪南新村） ,新体育中心, 164万,"13,233元/平",3室2厅 , 123.94平米 , 南 北 , 简装 , 中楼层,共7层, 板楼
壹号院精装三房 中间楼层 采光视野好,无锡融创壹号院 ,长广溪/大学城, 295万,"33,229元/平",3室2厅 , 88.78平米 , 南 , 精装 , 低楼层,共18层, 板楼
万科二区 通透户型 楼层好 视野开阔 采光充足,魅力万科城二区 ,万象城/东绛, 199万,"22,310元/平",2室1厅 , 89.2平米 , 东 , 精装 , 高楼层,共26层, 板楼
周新苑东三期 101.25m² 小高层  全天采光 户型方正,周新苑东三期 ,万象城/东绛, 113万,"11,161元/平",2室2厅 , 101.25平米 , 南 , 简装 , 高楼层,共15层, 板楼
总高9层 高楼层3室2厅2卫出售 看房有钥匙 诚心出,新力帝泊湾 ,胡埭, 152万,"13,531元/平",3室2厅 , 112.34平米 , 南 北 , 精装 , 高楼层,共9层, 板楼
宝能三期 精装交付 从未入住 交付三大件 诚心出售,宝能城 ,海岸城/市民中心, 230万,"26,042元/平",2室2厅 , 88.32平米 , 南 , 精装 , 中楼层,共32层, 板楼
此房满2年.业主靠谱诚心出售.绿城品牌物业 品质小区,绿城凤起和鸣 ,海岸城/市民中心, 430万,"38,124元/平",3室2厅 , 112.79平米 , 南 , 精装 , 低楼层,共31层, 暂无数据
顶带阁楼 有露台 全明通透  采光无遮挡 不包土出,周新苑东三期 ,万象城/东绛, 186万,"19,788元/平",4室2厅 , 94平米 , 南 , 精装 , 高楼层,共6层, 板楼
苏宁A区小区前排清水毛坯  满5年唯一带车位  中高楼层,苏宁悦城悦园A区 ,塘铁桥, 250万,"26,713元/平",3室2厅 , 93.59平米 , 南 北 , 毛坯 , 中楼层,共33层, 板楼
万科品质 3+1户型 品牌家具家电 边套南北通透 保养新,万科信成道三期 ,海岸城/市民中心, 295万,"26,015元/平",4室2厅 , 113.4平米 , 南 北 , 精装 , 中楼层,共27层, 板楼
经开区，小区环境优美，交通购物方便，诚心出售,凯发苑五期 ,华庄, 120万,"12,613元/平",2室1厅 , 95.14平米 , 东南 , 精装 , 高楼层,共30层, 板楼
新力帝泊湾 3室2厅 东南 南,新力帝泊湾 ,胡埭, 230万,"19,166元/平",3室2厅 , 120.01平米 , 东南 南 , 毛坯 , 中楼层,共4层, 板楼
精装三居 空调带地暖 业主诚意出售,中锐星公元 ,塘铁桥, 410万,"37,209元/平",3室2厅 , 110.19平米 , 南 北 , 精装 , 低楼层,共32层, 板楼
宝能城，次新小区，横厅设计，四开间朝南，中楼层,宝能城 ,海岸城/市民中心, 310万,"22,391元/平",3室2厅 , 138.45平米 , 南 北 , 毛坯 , 高楼层,共28层, 板楼
近金桥 海岸城 高楼层全天采光 自住保养新 拎包入住,万科信成道二期 ,海岸城/市民中心, 275万,"31,508元/平",3室2厅 , 87.28平米 , 南 北 , 精装 , 高楼层,共34层, 板楼
宝能城2-2-1-1 88.00m² 265 万,宝能城 ,海岸城/市民中心, 195万,"22,079元/平",2室2厅 , 88.32平米 , 南 , 精装 , 中楼层,共32层, 板楼
宝能立信华府三期，精装全屋空调地暖新风，买入价诚售,宝能城 ,海岸城/市民中心, 290万,"23,241元/平",3室2厅 , 124.78平米 , 南 , 精装 , 高楼层,共32层, 板楼
经开芯，立信华府毛坯三房，位置安静，视野采光佳！,宝能城 ,海岸城/市民中心, 310万,"24,536元/平",3室2厅 , 126.35平米 , 南 北 , 毛坯 , 低楼层,共33层, 板楼
诚心出售，自住小两房，看房提前约,尚锦城C区 ,塘铁桥, 170万,"21,269元/平",2室2厅 , 79.93平米 , 南 , 简装 , 低楼层,共29层, 板楼
万科物业，全天采光，保养好，地铁口,魅力万科城三区 ,万象城/东绛, 278万,"28,348元/平",3室2厅 , 98.07平米 , 南 , 精装 , 高楼层,共11层, 板楼
此房商品房. 采光足 两房朝南 一梯一户,花汇新村 ,胡埭, 85万,"9,827元/平",2室2厅 , 86.5平米 , 南 北 , 简装 , 中楼层,共6层, 暂无数据
月秀花园简装大两房，看房方便，诚心出售,月秀花园 ,新体育中心, 150万,"15,296元/平",2室1厅 , 98.07平米 , 南 , 简装 , 中楼层,共7层, 板楼
【山语银城】户型好，楼层好 ，采光全天业主诚心出售,山语银城 ,荣巷, 310万,"22,324元/平",3室2厅 , 138.87平米 , 南 , 精装 , 中楼层,共9层, 板楼
【万科金域蓝湾】楼层好，采光好，精装修业主诚售,万科金域蓝湾 ,河埒口, 298万,"27,979元/平",3室2厅 , 106.51平米 , 南 , 精装 , 高楼层,共33层, 板楼
融创熙园五期 3室1厅 南,融创熙园五期 ,长广溪/大学城, 360万,"25,543元/平",3室1厅 , 140.94平米 , 南 , 毛坯 , 低楼层,共16层, 板楼
溪岸观邸一楼满二年采光充足自住精装修地暖大金空调,中建溪岸观邸 ,河埒口, 270万,"20,578元/平",3室2厅 , 131.21平米 , 南 北 , 精装 , 低楼层,共24层, 板楼
万科 精装修 拎包入住 万科物业,万科金域蓝湾 ,河埒口, 480万,"28,381元/平",4室2厅 , 169.13平米 , 南 北 , 精装 , 低楼层,共33层, 板楼
叠加别墅 东边套 户型方正  精装修 业主诚心出售,融创熙园三期 ,长广溪/大学城, 980万,"37,211元/平",4室2厅 , 263.37平米 , 南 , 精装 , 低楼层,共5层, 板楼
经开洋房，自住精装，交通便利，随时看房,水清木华 ,华庄, 350万,"38,636元/平",3室1厅 , 90.59平米 , 南 , 精装 , 低楼层,共5层, 板楼
太湖国际 凯旋门 一线湖景房 带装修  户型方正,太湖国际一街区-凯旋门 ,万象城/东绛, 428万,"31,501元/平",3室2厅 , 135.87平米 , 南 北 , 精装 , 高楼层,共29层, 板楼
太湖国际不一样的两房户型 中高楼层 采光刺眼！,太湖国际一街区-珀丽南岸 ,万象城/东绛, 180万,"20,205元/平",2室1厅 , 89.09平米 , 南 , 简装 , 中楼层,共18层, 板楼
桃园新村单间 中间楼层  看房方便,桃园新村西区 ,荣巷, 73万,"14,272元/平",1室1厅 , 51.15平米 , 南 , 精装 , 中楼层,共7层, 板塔结合
房东诚心出售 河埒口小两房 近地铁站！,万达广场C区 ,河埒口, 215万,"23,536元/平",2室2厅 , 91.35平米 , 南 , 精装 , 低楼层,共30层, 板楼
威尼斯朝南小户型，近蠡湖，环境好，诚心出售,太湖威尼斯花园 ,长广溪/大学城, 216万,"20,154元/平",2室2厅 , 107.18平米 , 南 , 精装 , 低楼层,共9层, 板塔结合
万象城旁 地铁口湖景通透两房 业主诚售！,太湖国际二街区-拾壹峰 ,万象城/东绛, 235万,"26,916元/平",2室1厅 , 87.31平米 , 南 北 , 精装 , 高楼层,共32层, 板楼
此房满五年唯一，楼层好，视野好，采光足，配套齐全,太湖国际二街区-聆湖社区 ,万象城/东绛, 210万,"23,897元/平",2室2厅 , 87.88平米 , 南 北 , 精装 , 高楼层,共32层, 板楼
此房视野无遮挡，采光充足，总价低，适合刚需家庭,太湖国际二街区-拾壹峰 ,万象城/东绛, 200万,"22,541元/平",2室1厅 , 88.73平米 , 南 , 精装 , 中楼层,共32层, 板楼
万象城旁 地铁口两房 户型方正  业主诚售！,太湖国际一街区-珀丽南岸 ,万象城/东绛, 188万,"21,065元/平",2室1厅 , 89.25平米 , 南 , 精装 , 高楼层,共23层, 板楼
万科二区 楼层好 视野开阔 采光充足,魅力万科城二区 ,万象城/东绛, 350万,"26,659元/平",4室2厅 , 131.29平米 , 西南 , 精装 , 中楼层,共6层, 板楼
北桥人家精装修两房 拎包入住 价格包土出,北桥人家 ,新体育中心, 126万,"18,408元/平",2室1厅 , 68.45平米 , 南 , 精装 , 低楼层,共33层, 板楼
月秀花园简装大两房，看房方便，诚心出售,月秀花园 ,新体育中心, 150万,"15,296元/平",2室1厅 , 98.07平米 , 南 , 简装 , 中楼层,共7层, 板楼
毛坯两房，中间楼层，采光好，户型方正，随时可看。,观山名筑南区 ,塘铁桥, 148万,"16,673元/平",2室2厅 , 88.77平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
尚锦城C区精装3房 小区中间位置 好楼层 诚心出售,尚锦城C区 ,塘铁桥, 287万,"26,362元/平",3室2厅 , 108.87平米 , 南 , 精装 , 高楼层,共18层, 板楼
智慧90带全屋地暖通透大两房，小区第二排采光全天,魅力万科城三区 ,万象城/东绛, 248万,"27,328元/平",2室2厅 , 90.75平米 , 南 北 , 精装 , 低楼层,共8层, 板楼
融创熙园五期 3室1厅 南,融创熙园五期 ,长广溪/大学城, 360万,"25,543元/平",3室1厅 , 140.94平米 , 南 , 毛坯 , 低楼层,共16层, 板楼
溪岸观邸一楼满二年采光充足自住精装修地暖大金空调,中建溪岸观邸 ,河埒口, 270万,"20,578元/平",3室2厅 , 131.21平米 , 南 北 , 精装 , 低楼层,共24层, 板楼
小区新改造，两房好楼层，诚心出售！,瑞星家园 ,扬名, 130万,"13,378元/平",2室1厅 , 97.18平米 , 南 , 简装 , 中楼层,共16层, 板楼
仙河苑二期小两房 业主诚心出售 好楼层,仙河苑二期 ,融创文化旅游城, 70万,"10,557元/平",2室2厅 , 66.31平米 , 南 , 毛坯 , 高楼层,共11层, 板楼
中城誉品 地铁口 总价低  次新房 环境好 看房方便,中城誉品 ,河埒口, 138万,"21,147元/平",2室1厅 , 65.26平米 , 南 , 精装 , 低楼层,共34层, 塔楼
金融街海岸城旁 立信华府 精装修 拎包入住 大胆出价！,宝能城 ,海岸城/市民中心, 289万,"23,161元/平",3室2厅 , 124.78平米 , 南 , 精装 , 中楼层,共32层, 板楼
精装大三房，拎包入住，诚心出售,太湖佳园 ,华庄, 158万,"11,587元/平",3室2厅 , 136.37平米 , 南 , 精装 , 中楼层,共24层, 板楼
万科海上传奇 次新房未住过 中上楼层 采光好 诚售,万科海上传奇 ,万象城/东绛, 245万,"21,665元/平",4室2厅 , 113.09平米 , 南 北 , 精装 , 高楼层,共30层, 板楼
万科翡翠东方 尊享宁静中的奢华 精装修 小高层,万科翡翠东方 ,塘铁桥, 468万,"37,785元/平",3室2厅 , 123.86平米 , 南 北 , 精装 , 高楼层,共15层, 板楼
荣悦湾 3室2厅1厨2卫 纯毛坯 随时可看,荣悦湾 ,梅园, 208万,"22,745元/平",3室2厅 , 91.45平米 , 南 , 毛坯 , 高楼层,共11层, 板楼
中城誉品 毛坯高楼层边套 采光好 包车位 育英 诚心卖,中城誉品 ,河埒口, 205万,"23,065元/平",2室1厅 , 88.88平米 , 南 , 毛坯 , 高楼层,共26层, 塔楼
溪南里精装修 拎包入住  看房方便,溪南里西区 ,新体育中心, 260万,"19,166元/平",3室2厅 , 135.66平米 , 南 , 精装 , 高楼层,共22层, 板楼
金域蓝湾大四房 家具家电价值60多万 房东诚心卖,万科金域蓝湾 ,河埒口, 330万,"20,989元/平",4室2厅 , 157.23平米 , 南 , 精装 , 低楼层,共33层, 板楼
万科物业 大四房得房高 ，大四房,万科金域蓝湾 ,河埒口, 390万,"24,805元/平",4室2厅 , 157.23平米 , 南 , 精装 , 低楼层,共33层, 板楼
住友苑大平层，高楼层，采光视野好,住友苑 ,河埒口, 190万,"12,261元/平",4室2厅 , 154.97平米 , 南 北 , 精装 , 高楼层,共7层, 板楼
全明户型，采光好，中间楼层。。,青山二村 ,河埒口, 100万,"13,707元/平",2室1厅 , 72.96平米 , 南 , 简装 , 中楼层,共7层, 板楼
南北通风 万达广场旁 精装大两房 诚心出售,溪北新村南区 ,河埒口, 120万,"13,704元/平",2室1厅 , 87.57平米 , 南 北 , 精装 , 中楼层,共8层, 板楼
太湖国际 凯旋门 一线湖景房 带装修  户型方正,太湖国际一街区-凯旋门 ,万象城/东绛, 428万,"31,501元/平",3室2厅 , 135.87平米 , 南 北 , 精装 , 高楼层,共29层, 板楼
智慧90带全屋地暖通透大两房，小区第二排采光全天,魅力万科城三区 ,万象城/东绛, 248万,"27,328元/平",2室2厅 , 90.75平米 , 南 北 , 精装 , 低楼层,共8层, 板楼
太湖国际不一样的两房户型 中高楼层 采光刺眼！,太湖国际一街区-珀丽南岸 ,万象城/东绛, 180万,"20,205元/平",2室1厅 , 89.09平米 , 南 , 简装 , 中楼层,共18层, 板楼
尚锦城C区精装3房 小区中间位置 好楼层 诚心出售,尚锦城C区 ,塘铁桥, 287万,"26,362元/平",3室2厅 , 108.87平米 , 南 , 精装 , 高楼层,共18层, 板楼
万科二区 楼层好 视野开阔 采光充足,魅力万科城二区 ,万象城/东绛, 350万,"26,659元/平",4室2厅 , 131.29平米 , 西南 , 精装 , 中楼层,共6层, 板楼
经开洋房，自住精装，交通便利，随时看房,水清木华 ,华庄, 350万,"38,636元/平",3室1厅 , 90.59平米 , 南 , 精装 , 低楼层,共5层, 板楼
毛坯两房，中间楼层，采光好，户型方正，随时可看。,观山名筑南区 ,塘铁桥, 148万,"16,673元/平",2室2厅 , 88.77平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
溪北新村 1室1厅 育红 好楼层 满5年 拎包入住 诚售,溪北新村南区 ,河埒口, 69.8万,"13,738元/平",1室1厅 , 50.81平米 , 南 , 精装 , 低楼层,共6层, 板楼
通透，采光足，业主自住保养的很好,溪北新村南区 ,河埒口, 120万,"14,351元/平",3室1厅 , 83.62平米 , 南 , 精装 , 高楼层,共6层, 板楼
三开间朝南南北直通双阳台，采光无忧户型方正随时可看,富力十号B区 ,万象城/东绛, 315万,"25,871元/平",3室2厅 , 121.76平米 , 南 , 精装 , 低楼层,共18层, 板楼
顶复精装大三房，房东诚信出售，满五免增值税！,溪北新村南区 ,河埒口, 165万,"13,776元/平",3室2厅 , 119.78平米 , 南 , 精装 , 高楼层,共7层, 板楼
此房为商品房，视野开阔，采光充足 户型好.,北控雁栖湖 ,胡埭, 179万,"15,297元/平",3室2厅 , 117.02平米 , 南 北 , 精装 , 低楼层,共11层, 板塔结合
金融街海岸城旁 立信华府 精装修 拎包入住 大胆出价！,宝能城 ,海岸城/市民中心, 289万,"23,161元/平",3室2厅 , 124.78平米 , 南 , 精装 , 中楼层,共32层, 板楼
荣悦湾 3室2厅1厨2卫 纯毛坯 随时可看,荣悦湾 ,梅园, 208万,"22,745元/平",3室2厅 , 91.45平米 , 南 , 毛坯 , 高楼层,共11层, 板楼
万科翡翠东方 尊享宁静中的奢华 精装修 小高层,万科翡翠东方 ,塘铁桥, 468万,"37,785元/平",3室2厅 , 123.86平米 , 南 北 , 精装 , 高楼层,共15层, 板楼
万科海上传奇 次新房未住过 中上楼层 采光好 诚售,万科海上传奇 ,万象城/东绛, 245万,"21,665元/平",4室2厅 , 113.09平米 , 南 北 , 精装 , 高楼层,共30层, 板楼
此房满五，楼层好采光好，视野好，看房方便,华晶新村北区 ,河埒口, 56万,"12,101元/平",2室1厅 , 46.28平米 , 南 , 简装 , 中楼层,共5层, 暂无数据
落霞苑精装修两房，价格包土地出让金，房型好，采光好,落霞苑第三社区 ,塘铁桥, 118万,"17,885元/平",2室1厅 , 65.98平米 , 南 , 精装 , 低楼层,共6层, 板楼
三开间朝南户型，全明户型，精装修可拎包入住。,溪北新村南区 ,河埒口, 78万,"12,521元/平",2室1厅 , 62.3平米 , 南 , 精装 , 高楼层,共7层, 板楼
诚心出售 南北通风两居室 看房方便 满五年,溪北新村南区 ,河埒口, 105万,"10,134元/平",2室2厅 , 103.62平米 , 南 , 简装 , 中楼层,共8层, 板楼
精装修大四房，高楼层采光好，南面前排，高楼层,华润悦府 ,河埒口, 545万,"27,588元/平",4室2厅 , 197.55平米 , 南 , 精装 , 低楼层,共30层, 板楼
次新小区 绿城物业 楼层好 视野佳,中城誉品 ,河埒口, 220万,"25,862元/平",3室1厅 , 85.07平米 , 南 北 , 精装 , 高楼层,共34层, 塔楼
中城誉品 地铁口 总价低  次新房 环境好 看房方便,中城誉品 ,河埒口, 138万,"21,147元/平",2室1厅 , 65.26平米 , 南 , 精装 , 低楼层,共34层, 塔楼
精装大三房，拎包入住，诚心出售,太湖佳园 ,华庄, 158万,"11,587元/平",3室2厅 , 136.37平米 , 南 , 精装 , 中楼层,共24层, 板楼
中城誉品 毛坯高楼层边套 采光好 包车位 育英 诚心卖,中城誉品 ,河埒口, 205万,"23,065元/平",2室1厅 , 88.88平米 , 南 , 毛坯 , 高楼层,共26层, 塔楼
此房精装修，保养好，全明格局，通风好，诚心出售,太康新村 ,河埒口, 159万,"17,206元/平",2室2厅 , 92.41平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
苏宁悦城  1号线地铁  南北通透 全天采光 可看太湖,苏宁悦城悦园A区 ,塘铁桥, 339万,"27,856元/平",3室2厅 , 121.7平米 , 南 北 , 毛坯 , 高楼层,共33层, 板楼
采光不错 离地铁近 诚心出售 满2年,中城誉品 ,河埒口, 205万,"23,416元/平",3室2厅 , 87.55平米 , 南 北 , 简装 , 低楼层,共34层, 板楼
朗诗新郡精装三房，三大件未入住，可看太湖，看房随时,朗诗新郡 ,塘铁桥, 378万,"27,119元/平",4室2厅 , 139.39平米 , 南 , 精装 , 高楼层,共45层, 板楼
溪北新村精装两房，平台上，户型方正，采光好，诚心售,溪北新村南区 ,河埒口, 90万,"11,843元/平",2室1厅 , 76平米 , 南 北 , 精装 , 高楼层,共7层, 板楼
户型方正   清水毛坯   房东诚意   看房方便,中海凤凰璟园二期 ,华庄, 240万,"24,150元/平",3室1厅 , 99.38平米 , 南 , 毛坯 , 低楼层,共34层, 板楼
长广溪蠡湖公馆联排边套有很大外扩面积达到三开间了,蠡湖公馆 ,长广溪/大学城, 1200万,"34,935元/平",6室3厅 , 343.5平米 , 南 北 , 毛坯 , 低楼层,共3层, 暂无数据
河埒口华润高品质 满五唯一无个税 楼层好 采光刺眼,华润悦府 ,河埒口, 439万,"25,161元/平",3室2厅 , 174.48平米 , 南 北 , 精装 , 高楼层,共30层, 板楼
震泽二村 三开间朝南采光充足 诚心出售 看房方便,震泽二村 ,湖滨商业街, 77万,"12,161元/平",2室1厅 , 63.32平米 , 南 , 毛坯 , 高楼层,共7层, 板楼
实用大三房 全明户型 楼层佳全天采光,融科玖瑞尚城 ,海岸城/市民中心, 310万,"22,620元/平",3室2厅 , 137.05平米 , 南 北 , 精装 , 高楼层,共33层, 板楼
包土出 精装修 中间楼层 视野好 诚心出售,太湖佳园 ,华庄, 115万,"16,120元/平",2室2厅 , 71.34平米 , 南 , 精装 , 高楼层,共18层, 板楼
万科新上三房，精装修，边套户型，诚心急售,魅力万科城二区 ,万象城/东绛, 238万,"21,958元/平",3室1厅 , 108.39平米 , 南 , 精装 , 低楼层,共32层, 板楼
精装修 拎包入住，可出租可自住,红星大都汇 ,长广溪/大学城, 64万,"17,044元/平",2室1厅 , 37.55平米 , 西 , 精装 , 中楼层,共16层, 塔楼
溪南里精装修 拎包入住  看房方便,溪南里西区 ,新体育中心, 260万,"19,166元/平",3室2厅 , 135.66平米 , 南 , 精装 , 高楼层,共22层, 板楼
小区新改造，两房好楼层，诚心出售！,瑞星家园 ,扬名, 130万,"13,378元/平",2室1厅 , 97.18平米 , 南 , 简装 , 中楼层,共16层, 板楼
出门地铁和万达，生活便利，小区环境优美，适合改善,万达广场C区 ,河埒口, 300万,"21,200元/平",3室2厅 , 141.51平米 , 南 , 简装 , 低楼层,共25层, 板楼
仙河苑二期小两房 业主诚心出售 好楼层,仙河苑二期 ,融创文化旅游城, 70万,"10,557元/平",2室2厅 , 66.31平米 , 南 , 毛坯 , 高楼层,共11层, 板楼
苏宁悦城 80米到地铁 无户口，视野开阔，采光充足,苏宁悦城悦园A区 ,塘铁桥, 225万,"24,228元/平",3室1厅 , 92.87平米 , 南 , 简装 , 中楼层,共33层, 板楼
运河景观大平层  自住精装 看房随时 近万达商圈 急售,万科金域蓝湾 ,河埒口, 430万,"25,425元/平",4室2厅 , 169.13平米 , 南 北 , 精装 , 中楼层,共33层, 板楼
满五税费少，产权干净清晰，自住一手房，没出租过,中城誉品 ,河埒口, 233万,"26,718元/平",3室2厅 , 87.21平米 , 南 , 精装 , 高楼层,共30层, 塔楼
中城誉品 精装房 拎包入住 随时可看房,中城誉品 ,河埒口, 160万,"22,651元/平",1室1厅 , 70.64平米 , 南 , 精装 , 中楼层,共26层, 塔楼
