标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
梅里香舍 精装两房 东边户型 拎包入住,梅里香舍 ,梅村, 130万,"13,741元/平",2室2厅 , 94.61平米 , 南 北 , 精装 , 高楼层,共16层, 板楼
户型方正 位置安静 采光充足 视野开阔 采光好,江海新村 ,塘南, 76万,"11,337元/平",2室1厅 , 67.04平米 , 南 , 简装 , 高楼层,共6层, 板楼
商品房性质，精装修中间楼层，房东诚售,万裕苑 ,坊前, 150万,"12,097元/平",3室2厅 , 124平米 , 南 北 , 精装 , 中楼层,共7层, 板楼
朗诗天萃 三恒系统 新区佼佼者 看房房东开门 诚心卖！,朗诗天萃 ,江溪, 300万,"30,340元/平",3室2厅 , 98.88平米 , 南 , 精装 , 高楼层,共7层, 板楼
万科物业首创悦府精装大三房户型方正 小区环境优美,首创悦府 ,江溪, 205万,"19,293元/平",3室2厅 , 106.26平米 , 南 , 精装 , 低楼层,共30层, 板楼
博客公寓 小面积住宅 精装修 看房方便,博客公寓 ,江溪, 75万,"13,587元/平",1室1厅 , 55.2平米 , 南 , 精装 , 低楼层,共33层, 板楼
带院子 得房率高 精装三房 家具家电全留 随时看房,东鼎家园 ,旺庄, 130万,"15,409元/平",3室2厅 , 84.37平米 , 南 , 精装 , 低楼层,共18层, 板楼
品质小区，万科物业，得房率高，房东诚心出售！,万科东郡 ,江溪, 195万,"19,844元/平",2室2厅 , 98.27平米 , 南 , 精装 , 中楼层,共30层, 板楼
东鼎家园大三房!中间楼层！随时可看房!,东鼎家园 ,旺庄, 140万,"12,084元/平",3室2厅 , 115.86平米 , 南 , 精装 , 中楼层,共11层, 板楼
住宅楼，住宅楼，不是公寓楼 朝南  租金2500,长江国际雅园 ,江溪, 100万,"17,200元/平",1室1厅 , 58.14平米 , 南 , 精装 , 中楼层,共28层, 板楼
满五唯一，精装修，保养好，楼层好，诚心出售,尚东雅园 ,旺庄, 215万,"16,111元/平",3室2厅 , 133.45平米 , 南 北 , 精装 , 高楼层,共34层, 板塔结合
此房业主自住，精装修，配套齐全，环境优美,香梅人家 ,梅村, 99万,"15,140元/平",2室1厅 , 65.39平米 , 南 , 精装 , 高楼层,共30层, 板楼
次新小区，精装两居室，满两年，产权清晰，诚心急卖。,上品花园 ,梅村, 125万,"15,037元/平",2室2厅 , 83.13平米 , 南 , 精装 , 低楼层,共25层, 板楼
阿卡迪亚中叠毛坯可看太湖价格可谈,阿卡迪亚（天骄观邸） ,新安, 247万,"19,992元/平",3室2厅 , 123.55平米 , 南 北 , 毛坯 , 中楼层,共5层, 板楼
长江路地铁口三恒科技住宅洋房诚心出售！,朗诗天萃 ,江溪, 298万,"30,138元/平",3室1厅 , 98.88平米 , 南 , 精装 , 高楼层,共7层, 板楼
泰伯一期中装两房 随时看房 价格可以谈,泰伯花苑一区 ,梅村, 80万,"12,458元/平",2室1厅 , 64.22平米 , 南 , 精装 , 中楼层,共6层, 板楼
满五唯一 大三房 大润发 精装修 有钥匙,奕翔公寓 ,江溪, 188万,"14,324元/平",3室2厅 , 131.25平米 , 南 , 精装 , 高楼层,共43层, 板塔结合
开发商统装，房东从未入住，央企次新房,中海寰宇天下东区 ,坊前, 189万,"15,282元/平",4室2厅 , 123.68平米 , 南 , 精装 , 高楼层,共30层, 板楼
包土出包土出，自主装修，保养好，诚心出售,新安花苑二区 ,新安, 85万,"11,527元/平",2室1厅 , 73.74平米 , 南 , 精装 , 低楼层,共6层, 板楼
复式挑高 出租2户 通燃气  都在出租中 急售,五洲国际工业博览城 ,坊前, 42万,"7,658元/平",4室2厅 , 54.85平米 , 北 , 精装 , 中楼层,共20层, 板楼
长江路三号线，欧尚旁，看房提前联系，装修保养好,奕翔公寓 ,江溪, 95万,"15,868元/平",1室1厅 , 59.87平米 , 南 , 精装 , 低楼层,共43层, 平房
地铁口精装修大三房 中上楼层 边套 全天采光 配套齐全,长江绿岛一期 ,江溪, 200万,"15,157元/平",3室2厅 , 131.96平米 , 南 北 , 精装 , 高楼层,共32层, 塔楼
房子满五唯一，采光无遮挡，中高楼层，商品房交通方便,太湖花园二期 ,江溪, 160万,"14,060元/平",3室2厅 , 113.8平米 , 南 , 精装 , 中楼层,共6层, 板楼
房子南  通 透，户型佳，楼层好,国信世家溪园 ,坊前, 175万,"12,805元/平",4室2厅 , 136.67平米 , 南 , 精装 , 低楼层,共29层, 板楼
业主自装修 保养好 因置换 诚心出售 拎包入住,中海寰宇天下西区 ,坊前, 159万,"17,798元/平",3室2厅 , 89.34平米 , 南 , 精装 , 高楼层,共34层, 板楼
精装小三房 诚心出售 随时可以看房 满五唯一 少个税,香珺苑 ,梅村, 123万,"14,486元/平",3室1厅 , 84.91平米 , 南 , 精装 , 低楼层,共14层, 板塔结合
次新小区 业主诚心出售 采光好 配套成熟 交通便利,美新玫瑰庄园4期 ,坊前, 129万,"16,280元/平",2室2厅 , 79.24平米 , 南 北 , 简装 , 低楼层,共25层, 板塔结合
全天采光 随时看有钥匙 三房两卫 保养好 地铁500米,万科金域缇香南区 ,江溪, 220万,"18,287元/平",3室2厅 , 120.31平米 , 南 北 , 精装 , 高楼层,共32层, 板楼
房子中楼层 视野无遮 采光刺眼 诚售可谈 看房方便,花样年花郡 ,坊前, 199万,"14,885元/平",4室2厅 , 133.7平米 , 南 , 精装 , 高楼层,共32层, 塔楼
地铁三号线旁 金海里 中间楼层 看房方便,金海里 ,江溪, 69.9万,"10,147元/平",2室1厅 , 68.89平米 , 南 , 简装 , 中楼层,共7层, 板塔结合
全无锡视野，地铁方便，大润发100米，精装好位置,奕翔公寓 ,江溪, 125万,"14,031元/平",2室2厅 , 89.09平米 , 南 , 精装 , 高楼层,共43层, 板塔结合
次新小区 央企开发  诚心出售,中海寰宇天下北区 ,坊前, 165万,"18,342元/平",3室2厅 , 89.96平米 , 南 , 精装 , 中楼层,共33层, 板楼
洋房底复 带大院子带地下室 诚心卖看房方便,长江国际雅园 ,江溪, 470万,"16,263元/平",7室2厅 , 289.01平米 , 南 , 精装 , 低楼层,共9层, 板塔结合
梅村城色佳园三房户型，户型方正，诚心出售，随时看房,城色佳园 ,梅村, 130万,"11,449元/平",3室2厅 , 113.55平米 , 南 北 , 简装 , 低楼层,共11层, 板楼
不靠高架 小三室 全屋定制家具 装修保养好 看房方便,富力城D区 ,江溪, 168万,"19,590元/平",3室2厅 , 85.76平米 , 南 , 精装 , 低楼层,共32层, 板楼
长江路近地铁 首创悦府精装两房 不靠高架 楼层采光好,首创悦府 ,江溪, 126万,"14,986元/平",2室2厅 , 84.08平米 , 南 , 精装 , 中楼层,共30层, 板楼
万科东郡洋房，顶复 带露台 诚心出售 随时看房,万科东郡 ,江溪, 377.5万,"22,277元/平",3室2厅 , 169.46平米 , 南 , 其他 , 中楼层,共5层, 板楼
龙湖物业，小区环境好，诚心售房,龙湖滟澜香颂 ,新安, 130万,"15,050元/平",2室1厅 , 86.38平米 , 西 , 精装 , 低楼层,共11层, 板塔结合
万科品质 满五唯一 精装大三房 地铁口 拎包入住,万科东郡 ,江溪, 210万,"15,384元/平",3室2厅 , 136.51平米 , 南 , 精装 , 低楼层,共30层, 板楼
叙康里南二区 自住精装两房 边套客厅带窗 无土出,叙康里 ,江溪, 72万,"10,390元/平",2室2厅 , 69.3平米 , 南 , 精装 , 高楼层,共7层, 板楼
金科米兰 精装高层 拎包入住 看房提前联系,金科米兰花园二期 ,江溪, 140万,"15,051元/平",2室2厅 , 93.02平米 , 南 , 精装 , 高楼层,共34层, 板楼
新洲生态园旁，精装两房边套，首付低月供低生活成本低,新洲人家 ,旺庄, 103万,"9,814元/平",2室2厅 , 104.96平米 , 南 , 精装 , 高楼层,共26层, 板塔结合
太湖花园大两房 全明户型 通风采光好 4楼 满五年,太湖花园二期 ,江溪, 120万,"12,279元/平",2室2厅 , 97.73平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
满五唯一，格局好，房子带大露台配套成熟，户型正气！,太湖花园二期 ,江溪, 155万,"11,508元/平",3室2厅 , 134.7平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
新丰苑一期 顶带阁 包土出 近公园 房东诚心出售,新丰苑一期 ,坊前, 83万,"12,544元/平",4室1厅 , 66.17平米 , 南 北 , 简装 , 高楼层,共6层, 板塔结合
阿卡湖景2房，装修保养比较好，可以看太湖， 诚心卖,阿卡迪亚（天骄铭邸） ,新安, 170万,"19,233元/平",2室2厅 , 88.39平米 , 南 , 精装 , 中楼层,共15层, 板楼
首创悦府精装两房 中间楼层采光刺眼 不靠高架品牌家电,首创悦府 ,江溪, 140万,"16,274元/平",2室1厅 , 86.03平米 , 南 , 精装 , 低楼层,共34层, 板楼
富力城中上楼层，精装三开间朝南，业主诚心，有钥匙,富力城D区 ,江溪, 158万,"17,943元/平",3室2厅 , 88.06平米 , 南 , 精装 , 高楼层,共32层, 板楼
生态园70年产权新洲人家5.2米挑高复式住宅出售,新洲人家 ,旺庄, 90万,"14,396元/平",2室2厅 , 62.52平米 , 南 , 精装 , 高楼层,共15层, 板楼
地铁口 央企品质 户型正视野佳 所见即所得 拎包入住,中海寰宇天下东区 ,坊前, 152万,"17,003元/平",3室2厅 , 89.4平米 , 南 , 精装 , 高楼层,共33层, 板楼
长江绿岛三期 通透两房 客厅带阳台 中上楼层 全天采光,长江绿岛三期 ,江溪, 150万,"13,780元/平",2室2厅 , 108.86平米 , 南 , 简装 , 中楼层,共15层, 板塔结合
金科米兰花园二期119平米 三房 自住精装,金科米兰花园二期 ,江溪, 225万,"18,785元/平",3室2厅 , 119.78平米 , 南 北 , 精装 , 高楼层,共34层, 板楼
精装修 中间楼层 全明户型 户型好 价格还能再商量,叙康里 ,江溪, 98万,"12,371元/平",2室2厅 , 79.22平米 , 南 , 精装 , 中楼层,共7层, 板楼
近地铁 金科中心 精装三房 诚心出售 拎包入住,金科中心 ,塘南, 159.9万,"17,474元/平",3室1厅 , 91.51平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
此房四年 阳台是哪个可以看到太湖  无遮挡   一线湖景,阿卡迪亚（天骄铭邸） ,新安, 130.8万,"17,001元/平",2室1厅 , 76.94平米 , 南 , 毛坯 , 高楼层,共16层, 板楼
奕翔国际 婚装 满5唯一 无个税 DT急售,奕翔公寓 ,江溪, 200万,"15,486元/平",3室2厅 , 129.15平米 , 南 , 精装 , 高楼层,共43层, 平房
带车位的花郡洋房 业主诚心出售无户口 精装修看房方便,花样年花郡 ,坊前, 370万,"21,368元/平",3室2厅 , 173.16平米 , 南 , 精装 , 高楼层,共6层, 塔楼
新洲人家精装修大三房！楼层不错不靠高架！,新洲人家 ,旺庄, 142万,"10,962元/平",3室2厅 , 129.55平米 , 南 , 精装 , 中楼层,共17层, 板塔结合
地铁三号线旁 金海里 中间楼层 看房方便,金海里 ,江溪, 69.9万,"10,147元/平",2室1厅 , 68.89平米 , 南 , 简装 , 中楼层,共7层, 板塔结合
生态园70年产权新洲人家5.2米挑高复式住宅出售,新洲人家 ,旺庄, 90万,"14,396元/平",2室2厅 , 62.52平米 , 南 , 精装 , 高楼层,共15层, 板楼
云港佳苑（二期）精装修复式顶戴阁，电梯房安逸的很,丽景佳苑二期 ,硕放, 98万,"7,471元/平",3室2厅 , 131.18平米 , 南 , 精装 , 高楼层,共11层, 板楼
次新小区 带花园 带地下室 精装修,富力桃园 ,旺庄, 158万,"20,592元/平",2室2厅 , 76.73平米 , 南 , 精装 , 低楼层,共27层, 板楼
精装30万，入住才半年，次新小区，中间楼层视野开阔,融创森邻森邻 ,生态园, 178万,"16,771元/平",3室2厅 , 106.14平米 , 南 , 精装 , 中楼层,共32层, 板楼
多友·嘉悦中心 2室2厅 西,多友·嘉悦中心 ,江溪, 40万,"8,231元/平",2室2厅 , 48.6平米 , 西 , 毛坯 , 高楼层,共20层, 塔楼
长江路3号线地铁口 万科东郡精装三房 满五唯一没个税,万科东郡 ,江溪, 230万,"17,625元/平",3室2厅 , 130.5平米 , 南 , 精装 , 中楼层,共30层, 板楼
叙康里南二区中上楼层，自住精装两房满五唯一，诚心卖,叙康里 ,江溪, 79万,"12,397元/平",2室2厅 , 63.73平米 , 南 , 精装 , 中楼层,共7层, 板楼
房子满五唯一，采光无遮挡，中高楼层，商品房交通方便,太湖花园二期 ,江溪, 160万,"14,060元/平",3室2厅 , 113.8平米 , 南 , 精装 , 中楼层,共6层, 板楼
地铁口精装修大三房 中上楼层 边套 全天采光 配套齐全,长江绿岛一期 ,江溪, 200万,"15,157元/平",3室2厅 , 131.96平米 , 南 北 , 精装 , 高楼层,共32层, 塔楼
不靠高架，洋房后面，金科米兰两房带装修，换房诚售！,金科米兰花园二期 ,江溪, 128万,"13,761元/平",2室2厅 , 93.02平米 , 南 , 精装 , 低楼层,共34层, 板楼
开发商统装，房东从未入住，央企次新房,中海寰宇天下东区 ,坊前, 189万,"15,282元/平",4室2厅 , 123.68平米 , 南 , 精装 , 高楼层,共30层, 板楼
可作两房 楼层好 简装的 房东诚心出售 随时看房,锡春华庭 ,旺庄, 72万,"13,351元/平",1室1厅 , 53.93平米 , 西南 , 简装 , 高楼层,共15层, 板塔结合
太湖花园二期 精装三房 交通便利 地铁口,太湖花园二期 ,江溪, 170万,"14,659元/平",3室1厅 , 115.97平米 , 南 , 精装 , 中楼层,共6层, 板楼
此房为精装修三房房带地暖， 全天采光 位置好,富力城D区 ,江溪, 162万,"18,628元/平",3室1厅 , 86.97平米 , 南 , 精装 , 高楼层,共32层, 板楼
香梅人家精装修两房 中间楼层 视野好 带车位 ！,香梅人家 ,梅村, 126万,"14,124元/平",2室2厅 , 89.21平米 , 南 , 精装 , 中楼层,共30层, 板楼
4.6复式挑高 通燃气 地铁口 精装修有密码,花郡家园·公寓 ,坊前, 64万,"9,390元/平",1室1厅 , 68.16平米 , 南 , 精装 , 中楼层,共21层, 塔楼
房东诚心出售·房子精装修·现代简约风楼层好位置佳,美新玫瑰庄园4期 ,坊前, 155万,"18,121元/平",3室2厅 , 85.54平米 , 南 , 精装 , 高楼层,共25层, 板塔结合
采光无遮挡 婚装 有暖气 业主诚心出售 看房随时,和睦家园 ,坊前, 112万,"12,542元/平",2室2厅 , 89.3平米 , 南 , 精装 , 低楼层,共27层, 板楼
奕翔公寓正规两房，中间楼层采光好，诚心出售保养清爽,奕翔公寓 ,江溪, 123万,"13,807元/平",2室2厅 , 89.09平米 , 南 , 精装 , 高楼层,共43层, 板塔结合
金科米兰花园二期 精装修 满五唯一 金城路 机场路,金科米兰花园二期 ,江溪, 150万,"16,126元/平",2室2厅 , 93.02平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
富力城D区 精装大三房，好楼层 位置好 不靠高架,富力城D区 ,江溪, 200万,"18,249元/平",3室2厅 , 109.6平米 , 南 , 精装 , 高楼层,共32层, 板楼
毛坯房，满五不唯一，诚心出售，采光好！,春城家园A区 ,江溪, 67万,"9,852元/平",1室1厅 , 68.01平米 , 南 , 毛坯 , 中楼层,共12层, 板楼
融侨观邸二期 精装修两房 房东自住装修 看房方便,融侨观邸二期 ,江溪, 113万,"14,666元/平",2室1厅 , 77.05平米 , 南 , 精装 , 高楼层,共31层, 塔楼
满五唯一 大三房 大润发 精装修 有钥匙,奕翔公寓 ,江溪, 188万,"14,324元/平",3室2厅 , 131.25平米 , 南 , 精装 , 高楼层,共43层, 板塔结合
业主换房 诚心出售 价格可谈。。,金轮星光名座生活广场 ,江溪, 38万,"9,029元/平",1室1厅 , 42.09平米 , 南 , 简装 , 中楼层,共13层, 塔楼
太湖二期 2房朝南户型 2楼 出门50米3号线11号出口,太湖花园二期 ,江溪, 128万,"13,632元/平",2室1厅 , 93.9平米 , 南 , 精装 , 低楼层,共6层, 板楼
广南里 好楼层 双南装修保养好 业主诚心出售,广南里 ,江溪, 98万,"12,753元/平",2室1厅 , 76.85平米 , 南 , 精装 , 中楼层,共7层, 板楼
新安花苑六楼带阁楼价格可谈 简单装修,新安花苑二区 ,新安, 62万,"10,348元/平",2室2厅 , 59.92平米 , 南 , 简装 , 高楼层,共6层, 板楼
太湖花园二期自住精装大两房，诚心卖看房提前约，可谈,太湖花园二期 ,江溪, 116万,"12,943元/平",3室1厅 , 89.63平米 , 东南 , 其他 , 低楼层,共6层, 板楼
金科米兰 精装高层 拎包入住 看房提前联系,金科米兰花园二期 ,江溪, 140万,"15,051元/平",2室2厅 , 93.02平米 , 南 , 精装 , 高楼层,共34层, 板楼
太湖花园二期精装小三房 不是顶楼 诚心出售,太湖花园二期 ,江溪, 145万,"12,496元/平",3室2厅 , 116.04平米 , 南 , 精装 , 中楼层,共5层, 板楼
不靠高架 小三室 全屋定制家具 装修保养好 看房方便,富力城D区 ,江溪, 168万,"19,590元/平",3室2厅 , 85.76平米 , 南 , 精装 , 低楼层,共32层, 板楼
长江路近地铁 首创悦府精装两房 不靠高架 楼层采光好,首创悦府 ,江溪, 126万,"14,986元/平",2室2厅 , 84.08平米 , 南 , 精装 , 中楼层,共30层, 板楼
房子保养好定期阿姨打扫，户型有改动，有地暖,万科金域缇香东区 ,江溪, 205万,"18,104元/平",3室1厅 , 113.24平米 , 南 , 精装 , 低楼层,共33层, 板楼
视野开阔 采光充足 生活配套齐全 交通便捷 视野开阔,花郡家园·公寓 ,坊前, 55万,"7,976元/平",3室1厅 , 68.96平米 , 西 , 精装 , 高楼层,共21层, 塔楼
富力城D区 经典户型 3开间朝南,富力城D区 ,江溪, 148万,"16,539元/平",3室2厅 , 89.49平米 , 南 , 精装 , 中楼层,共32层, 板楼
三开间朝南，飞机户型，满五唯一，精装修,太湖花园二期 ,江溪, 174万,"13,511元/平",3室2厅 , 128.79平米 , 南 , 精装 , 高楼层,共10层, 板楼
融侨观邸二期 全明采光充足 三房改善 人车分流,融侨观邸二期 ,江溪, 175万,"15,046元/平",3室2厅 , 116.31平米 , 南 北 , 毛坯 , 高楼层,共33层, 板楼
全新装修 户型方正采光充足，视野开阔通透格局,碧桂园梅公馆 ,梅村, 240万,"17,571元/平",4室2厅 , 136.59平米 , 南 , 精装 , 高楼层,共26层, 板楼
绿岛里的洋房，好楼层，精装修，看房方便,长江绿岛二期 ,江溪, 250万,"17,945元/平",3室2厅 , 139.32平米 , 南 , 精装 , 中楼层,共7层, 板楼
可作两房 楼层好 简装的 房东诚心出售 随时看房,锡春华庭 ,旺庄, 72万,"13,351元/平",1室1厅 , 53.93平米 , 西南 , 简装 , 高楼层,共15层, 板塔结合
此房为精装修三房房带地暖， 全天采光 位置好,富力城D区 ,江溪, 162万,"18,628元/平",3室1厅 , 86.97平米 , 南 , 精装 , 高楼层,共32层, 板楼
香梅人家精装修两房 中间楼层 视野好 带车位 ！,香梅人家 ,梅村, 126万,"14,124元/平",2室2厅 , 89.21平米 , 南 , 精装 , 中楼层,共30层, 板楼
包土出包土出，自主装修，保养好，诚心出售,新安花苑二区 ,新安, 85万,"11,527元/平",2室1厅 , 73.74平米 , 南 , 精装 , 低楼层,共6层, 板楼
4.6复式挑高 通燃气 地铁口 精装修有密码,花郡家园·公寓 ,坊前, 64万,"9,390元/平",1室1厅 , 68.16平米 , 南 , 精装 , 中楼层,共21层, 塔楼
业主自装修 保养好 因置换 诚心出售 拎包入住,中海寰宇天下西区 ,坊前, 159万,"17,798元/平",3室2厅 , 89.34平米 , 南 , 精装 , 高楼层,共34层, 板楼
太湖花园二期 精装三房 交通便利 地铁口,太湖花园二期 ,江溪, 170万,"14,659元/平",3室1厅 , 115.97平米 , 南 , 精装 , 中楼层,共6层, 板楼
三房两卫双阳台 全屋定制 品质装修 楼层好 看中能谈,太湖雍华府 ,新安, 205万,"20,731元/平",3室2厅 , 98.89平米 , 南 , 精装 , 中楼层,共23层, 板楼
精装小三房 诚心出售 随时可以看房 满五唯一 少个税,香珺苑 ,梅村, 123万,"14,486元/平",3室1厅 , 84.91平米 , 南 , 精装 , 低楼层,共14层, 板塔结合
长江路三号线，欧尚旁，看房提前联系，装修保养好,奕翔公寓 ,江溪, 95万,"15,868元/平",1室1厅 , 59.87平米 , 南 , 精装 , 低楼层,共43层, 平房
次新小区 业主诚心出售 采光好 配套成熟 交通便利,美新玫瑰庄园4期 ,坊前, 129万,"16,280元/平",2室2厅 , 79.24平米 , 南 北 , 简装 , 低楼层,共25层, 板塔结合
全天采光 随时看有钥匙 三房两卫 保养好 地铁500米,万科金域缇香南区 ,江溪, 220万,"18,287元/平",3室2厅 , 120.31平米 , 南 北 , 精装 , 高楼层,共32层, 板楼
太湖花园二区  诚心出售  保养好 看中可谈   ......,太湖花园二期 ,江溪, 198万,"10,481元/平",5室2厅 , 188.92平米 , 南 , 精装 , 高楼层,共6层, 板楼
毛坯房，满五不唯一，诚心出售，采光好！,春城家园A区 ,江溪, 67万,"9,852元/平",1室1厅 , 68.01平米 , 南 , 毛坯 , 中楼层,共12层, 板楼
奕翔公寓正规两房，中间楼层采光好，诚心出售保养清爽,奕翔公寓 ,江溪, 123万,"13,807元/平",2室2厅 , 89.09平米 , 南 , 精装 , 高楼层,共43层, 板塔结合
金科米兰花园二期 精装修 满五唯一 金城路 机场路,金科米兰花园二期 ,江溪, 150万,"16,126元/平",2室2厅 , 93.02平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
融侨观邸二期 精装修两房 房东自住装修 看房方便,融侨观邸二期 ,江溪, 113万,"14,666元/平",2室1厅 , 77.05平米 , 南 , 精装 , 高楼层,共31层, 塔楼
精装修两房，边套通风好，拎包入住，采光无遮挡,和睦家园 ,坊前, 105万,"11,730元/平",2室1厅 , 89.52平米 , 南 , 简装 , 中楼层,共15层, 板楼
尚东一期大三房 三开间朝南 装修保养好 业主诚心出售,尚东雅园 ,旺庄, 230万,"17,123元/平",3室2厅 , 134.33平米 , 南 , 精装 , 高楼层,共34层, 板楼
长江北路！3号线地铁口！太湖花园二区！精装自住两房,太湖花园二期 ,江溪, 90万,"13,758元/平",2室1厅 , 65.42平米 , 南 , 精装 , 低楼层,共6层, 板楼
香颂下叠带院子地下室，采光无遮挡，诚心卖,龙湖滟澜香颂 ,新安, 510万,"19,422元/平",3室2厅 , 262.59平米 , 南 , 毛坯 , 低楼层,共5层, 暂无数据
香楠佳苑精装修，复式顶戴阁，品牌家电家具，拎包入住,香楠佳苑 ,硕放, 130万,"10,632元/平",3室2厅 , 122.28平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
品质小区 全天采光 近地铁 随时看房  可谈,中海寰宇天下东区 ,坊前, 145万,"16,278元/平",3室2厅 , 89.08平米 , 南 , 精装 , 中楼层,共34层, 板楼
刚需看过来 总价108W 过度必选 两室一厅 娃娃读书够了,国际一花园 ,坊前, 95万,"13,823元/平",2室1厅 , 68.73平米 , 南 , 精装 , 中楼层,共31层, 板楼
新洲人家复式挑高燃气入户 住宅性质 房东诚心出售,新洲人家 ,旺庄, 70万,"11,197元/平",3室1厅 , 62.52平米 , 南 , 精装 , 低楼层,共15层, 板楼
太湖花园顶复 带阁楼带两露台 地段很有优势,太湖花园二期 ,江溪, 190万,"12,620元/平",3室2厅 , 150.56平米 , 南 , 简装 , 高楼层,共6层, 板楼
人车分流小区， 位置好 户型好 看房方便 房东诚心卖,华宇·观澜华府 ,坊前, 130万,"16,208元/平",3室2厅 , 80.21平米 , 南 , 精装 , 低楼层,共32层, 板楼
万科V+米寓 1室1厅 北,万科V+米寓 ,江溪, 65万,"14,617元/平",1室1厅 , 44.47平米 , 北 , 精装 , 中楼层,共23层, 暂无数据
太湖花园二期自住精装大两房，诚心卖看房提前约，可谈,太湖花园二期 ,江溪, 116万,"12,943元/平",3室1厅 , 89.63平米 , 东南 , 其他 , 低楼层,共6层, 板楼
业主换房 诚心出售 价格可谈。。,金轮星光名座生活广场 ,江溪, 38万,"9,029元/平",1室1厅 , 42.09平米 , 南 , 简装 , 中楼层,共13层, 塔楼
满五唯一 大三房 大润发 精装修 有钥匙,奕翔公寓 ,江溪, 188万,"14,324元/平",3室2厅 , 131.25平米 , 南 , 精装 , 高楼层,共43层, 板塔结合
太湖二期 2房朝南户型 2楼 出门50米3号线11号出口,太湖花园二期 ,江溪, 128万,"13,632元/平",2室1厅 , 93.9平米 , 南 , 精装 , 低楼层,共6层, 板楼
精装大四房，楼层好，采光好，房东诚心出售,长江国际雅园 ,江溪, 300万,"23,206元/平",3室2厅 , 129.28平米 , 南 , 精装 , 低楼层,共9层, 板塔结合
开发商统装，房东从未入住，央企次新房,中海寰宇天下东区 ,坊前, 189万,"15,282元/平",4室2厅 , 123.68平米 , 南 , 精装 , 高楼层,共30层, 板楼
广南里 好楼层 双南装修保养好 业主诚心出售,广南里 ,江溪, 98万,"12,753元/平",2室1厅 , 76.85平米 , 南 , 精装 , 中楼层,共7层, 板楼
新安花苑六楼带阁楼价格可谈 简单装修,新安花苑二区 ,新安, 62万,"10,348元/平",2室2厅 , 59.92平米 , 南 , 简装 , 高楼层,共6层, 板楼
满五唯一 中间楼层 位置好 采光好 拎包入住,融侨观邸一期 ,江溪, 138万,"17,795元/平",2室2厅 , 77.55平米 , 南 北 , 精装 , 中楼层,共33层, 板楼
房子满五唯一，采光无遮挡，中高楼层，商品房交通方便,太湖花园二期 ,江溪, 160万,"14,060元/平",3室2厅 , 113.8平米 , 南 , 精装 , 中楼层,共6层, 板楼
房子南  通 透，户型佳，楼层好,国信世家溪园 ,坊前, 175万,"12,805元/平",4室2厅 , 136.67平米 , 南 , 精装 , 低楼层,共29层, 板楼
地铁口精装修大三房 中上楼层 边套 全天采光 配套齐全,长江绿岛一期 ,江溪, 200万,"15,157元/平",3室2厅 , 131.96平米 , 南 北 , 精装 , 高楼层,共32层, 塔楼
不靠高架，洋房后面，金科米兰两房带装修，换房诚售！,金科米兰花园二期 ,江溪, 128万,"13,761元/平",2室2厅 , 93.02平米 , 南 , 精装 , 低楼层,共34层, 板楼
复式挑高 出租2户 通燃气  都在出租中 急售,五洲国际工业博览城 ,坊前, 42万,"7,658元/平",4室2厅 , 54.85平米 , 北 , 精装 , 中楼层,共20层, 板楼
中海寰宇天下东区 3室2厅 南,中海寰宇天下东区 ,坊前, 155万,"17,461元/平",3室2厅 , 88.77平米 , 南 , 其他 , 低楼层,共34层, 板楼
大两房边套，高楼层，采光刺眼，通风效果好,国信观湖湾 ,新安, 150万,"17,046元/平",2室2厅 , 88平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
尚东大三房带车位，中上楼层，无贷款户口，诚售,尚东雅园 ,旺庄, 210万,"15,913元/平",3室2厅 , 131.97平米 , 南 东 , 精装 , 高楼层,共34层, 板楼
房东诚心出售·房子精装修·现代简约风楼层好位置佳,美新玫瑰庄园4期 ,坊前, 155万,"18,121元/平",3室2厅 , 85.54平米 , 南 , 精装 , 高楼层,共25层, 板塔结合
采光无遮挡 婚装 有暖气 业主诚心出售 看房随时,和睦家园 ,坊前, 112万,"12,542元/平",2室2厅 , 89.3平米 , 南 , 精装 , 低楼层,共27层, 板楼
富力城D区 精装大三房，好楼层 位置好 不靠高架,富力城D区 ,江溪, 200万,"18,249元/平",3室2厅 , 109.6平米 , 南 , 精装 , 高楼层,共32层, 板楼
太湖花园二期 电梯大两室 地铁三号线  诚心出售,太湖花园二期 ,江溪, 145万,"13,431元/平",2室2厅 , 107.96平米 , 南 , 精装 , 低楼层,共10层, 板楼
香墅嘉苑大三房，户型方正，采光好满五唯一，诚心出售,香墅嘉苑 ,硕放, 148万,"13,422元/平",3室2厅 , 110.27平米 , 南 , 毛坯 , 中楼层,共12层, 板楼
荟聚旁 地铁2号线 东边套 通燃气 停车方便 看房方便,万商美寓 ,坊前, 42万,"7,222元/平",1室1厅 , 58.16平米 , 东 , 精装 , 高楼层,共32层, 塔楼
